Key,Value
Mode,oos
WindowType,rolling
ReportLag,1
NumLags,7
NumPredictors,11
MinInSample,120
AR_R2_OOS,0.09873491927974254
AR_CW_stat,3.9182646538178774
AR_CW_p,5.239965076144425e-05
AR_DM_stat,1.3616917093469763
AR_DM_p,0.17405782335191505
AR_RMSE,0.0032601717362339662
AR_MAE,0.0024355887330249947
AR_Cor,0.3353849863480409
AR_HitRate,0.5856079404466501
AR_NumObs,403
VARX_R2_OOS,-0.0022731265093371977
VARX_CW_stat,
VARX_CW_p,
VARX_DM_stat,-0.02863425782978016
VARX_DM_p,0.9771704990964464
VARX_RMSE,0.003438010895016802
VARX_MAE,0.0026321726709937917
VARX_Cor,0.31688782523306647
VARX_HitRate,0.5558312655086849
VARX_NumObs,403
