Predictor,OOS_Beg,OOS_End,Num_OOS_Obs,R2_OOS,CW_stat,CW_p,DM_stat,DM_p,RMSE,MAE,Cor,HitRate,R2_MZ,F_MZ,p_MZ
CPI_pct1_diff1_lag1,1999-03-01,2026-04-01,326,0.3992068243203154,9.098291763812997,4.708054693388235e-18,5.500215424036605,7.692760965259089e-08,0.0035250407411042345,0.0026703794722451107,0.6339820051395314,0.7024539877300614,0.40193318284074064,217.7454884706,4.739666036556199e-38
CapacityUtilization_diff3_lag2,1998-03-01,2022-02-01,288,-0.024197543431695223,,,-1.6932560696695111,0.09149178902561139,0.004255014471437599,0.003309410511503478,-0.041851234788612336,0.4826388888888889,0.0017515258533314926,0.5018153365884288,0.479280520605619
CoreCPI_pct1_diff1_lag1,1999-03-01,2026-04-01,326,0.44763077135541496,9.223937861172297,1.8661310231533945e-18,6.375775431423097,6.243318225035594e-10,0.003379997536660759,0.002524686287195737,0.6690424642318159,0.6993865030674846,0.44761781894538,262.5504194603312,1.1536523333722368e-43
GBP_pct1,2001-01-01,2026-04-01,304,-0.012240570283906349,,,-1.6895756835593063,0.09213776103196715,0.004577113343452499,0.00348686079447115,-0.07442999108193166,0.46710526315789475,0.00553982357245697,1.6823466223575838,0.19560296713554048
RiskFreeRate_diff1,2008-01-01,2026-04-01,220,-0.008491814663230235,,,-0.4275203323139853,0.6694204433600239,0.004702077436185212,0.003598042951085071,-0.00662460763960218,0.4636363636363636,4.388542637889792e-05,0.009567442821907808,0.9221704139993445
Housing_pct3_lag3,1998-03-01,2021-07-01,281,0.09453911719420571,6.092809851904836,1.8288457167881155e-09,2.7966753440589,0.005520814110395414,0.003970111859090924,0.0030500609862388925,0.3070262828772431,0.6334519572953736,0.09426513837741712,29.037166086534597,1.5116900039487315e-07
M2MoneySupply_pct1_lag1,1998-03-01,2026-04-01,338,-0.02843856596087302,,,-1.2717578281012352,0.20433611601439117,0.0045788036835175145,0.0034847202695201408,-0.025902280117031665,0.4881656804733728,0.0006709281152612601,0.22558319683687358,0.635126910804682
Payroll_pct1_lag2,1998-03-01,2026-04-01,338,-0.010906059921578004,,,-2.036351099059437,0.0424965675470085,0.00453960688947987,0.0034917432158217037,-0.12928508155065155,0.4822485207100592,0.016714632311558564,5.71158347437462,0.017403968187162538
T10Y3M_diff1,1998-03-01,2018-05-01,243,-0.002109065712353697,,,-0.25557664287833637,0.7984948484409544,0.004241077749556471,0.003290132918638198,0.000841530805251478,0.48559670781893005,7.081740960312999e-07,0.00017067007800795222,0.9895874802372661
TradeSales_pct1_lag2,1998-03-01,2026-04-01,338,-0.021539667047125066,,,-2.8102493094652248,0.005239585626324577,0.004563420237916426,0.003499572484009182,-0.14230318367768857,0.47633136094674555,0.020250196084805938,6.944697367945313,0.00879643088002145
Unemployment_diff1_lag2,1998-03-01,2026-04-01,338,-0.010057171158474265,,,-1.091372479001033,0.2758886723016086,0.0045377004657423,0.0034581439318904002,-0.01808664767351518,0.4911242603550296,0.00032712682406554894,0.10995058067030075,0.7404071300604973
Yield10Y_diff1,1998-03-01,2026-04-01,338,-0.01154767936162493,,,-1.0858185045461601,0.27833538405271685,0.004541047299287344,0.0034891260521275917,-0.04899380768068026,0.46449704142011833,0.002400393191051675,0.8084727647129474,0.3692160791009772
