Key,Value
Mode,oos
WindowType,expanding
ReportLag,1
NumLags,1
NumPredictors,11
MinInSample,120
AR_R2_OOS,
AR_CW_stat,
AR_CW_p,
AR_DM_stat,
AR_DM_p,
AR_RMSE,
AR_MAE,
AR_Cor,
AR_HitRate,
AR_NumObs,0
VARX_R2_OOS,
VARX_CW_stat,
VARX_CW_p,
VARX_DM_stat,
VARX_DM_p,
VARX_RMSE,
VARX_MAE,
VARX_Cor,
VARX_HitRate,
VARX_NumObs,0
