Key,Value
Metric,RMSE
WindowType,rolling
TrainObs,120
TimeLag,1
NumSelected,3
SelectedPredictors,CPI_pct1_diff1_lag1; DXY_Datastream_pct1; M2MoneySupply_pct1_lag1
OOS_Beg,1992-03-01
OOS_End,2026-05-01
Num_OOS_Obs,406
R2_OOS,0.06397481252839632
CW_stat,3.7588779799601846
CW_p,9.788768547699599e-05
DM_stat,1.3722037713515103
DM_p,0.1707595276562984
RMSE,0.0033248541225997376
MAE,0.002475628805737774
Cor,0.26577228488324933
HitRate,0.5738916256157636
R2_MZ,0.07063490741206302
F_MZ,30.705373832160934
p_MZ,5.4265883907171397e-08
