Key,Value
Mode,oos
WindowType,expanding
TrainObs,60
TimeLag,1
NumPredictors,12
OOS_Beg,1987-03-01
OOS_End,2026-05-01
Num_OOS_Obs,466
R2_OOS,0.018675272931618414
CW_stat,3.812628396595253
CW_p,7.800636029602831e-05
DM_stat,0.4485815083650856
DM_p,0.6539425336942981
RMSE,0.003296403367326602
MAE,0.002475802073250715
Cor,0.22886699160505264
HitRate,0.5407725321888412
R2_MZ,0.05238009984634695
F_MZ,25.64780068966908
p_MZ,5.922623661616972e-07
