Predictor,OOS_Beg,OOS_End,Num_OOS_Obs,R2_OOS,CW_stat,CW_p,DM_stat,DM_p,RMSE,MAE,Cor,HitRate,R2_MZ,F_MZ,p_MZ
CPI_pct1_diff1_lag1,1949-02-01,2026-04-01,922,-0.00035799484134879656,,,-0.026837411767089123,0.9785952274566443,0.0028711546000676864,0.0020230530156126873,0.06416762566227958,0.4891540130151844,0.004117484183134179,3.8037473179015406,0.05144138620714723
CapacityUtilization_diff1_lag1,1967-07-01,2026-04-01,703,-0.016050881806978,,,-1.522123473439749,0.12842844815436488,0.002819846104260535,0.0019609852568964314,-0.05965568983999648,0.43385490753911804,0.0035588013302860766,2.5036296530704543,0.11403529023359367
CoreCPI_pct1_diff1_lag1,1957-08-01,2026-04-01,820,-0.004497630113876383,,,-0.6767893557980306,0.4987307119202288,0.002726060125624682,0.0019095386662861195,0.01862298754168275,0.4146341463414634,0.00034681566497773986,0.28379363803104063,0.5943701258944468
DXY_Datastream_pct1,1971-06-01,2026-04-01,656,-0.05682694683820477,,,-1.2727097846732602,0.20357261450791903,0.002924842159174663,0.0020240401991202923,-0.01290779903048134,0.4771341463414634,0.00016661127581141244,0.10898193199938298,0.7414118996366492
FedFundsRate_diff1,1954-12-01,2026-04-01,854,-0.011318960491506491,,,-1.4145201610462392,0.1575741405358616,0.0027445832253770947,0.0019395406721037791,-0.020520986761547604,0.4484777517564403,0.0004211108976673872,0.35893763736325174,0.549256102215671
Housing_pct1_lag1,1959-07-01,2026-04-01,799,-0.00863974408507584,,,-1.122239660360103,0.2620981018301338,0.0027446490424466873,0.001917052733117861,-0.010745787179486882,0.5256570713391739,0.00011547194210703715,0.0920417661007553,0.7616765208037731
M2MoneySupply_pct1_lag1,1959-07-01,2026-04-01,799,-0.0007317604197407679,,,-0.08239228661390884,0.9343554309715151,0.0027338685085920127,0.0019132130554391925,0.029140417461904197,0.48936170212765956,0.0008491639298541243,0.6773588407889438,0.4107438642706134
Payroll_pct1_lag1,1949-02-01,2026-04-01,924,-0.03559691958675626,,,-1.7375827547827793,0.08261790695724189,0.0029188541282054187,0.0020222504912898375,-0.0892824693665913,0.4945887445887446,0.007971359336196415,7.408650321885114,0.006613513077814383
T10Y3M_diff1,1982-06-01,2026-04-01,524,-0.020216467327317522,,,-1.0482940705453765,0.29498733097668317,0.002774337348233515,0.0019547471988659425,-0.07997777942748574,0.4255725190839695,0.006396445202151657,3.3604392611120324,0.06734955895415272
TradeSales_pct1_lag2,1967-08-01,2026-04-01,702,-0.024255080095331172,,,-1.9296659579260529,0.054051461527966194,0.002826233126381636,0.00196930105742774,0.0010580714607778376,0.47435897435897434,1.1195152156417976e-06,0.0007836615282547264,0.9776749511227858
Unemployment_diff1_lag1,1949-02-01,2026-04-01,923,-0.030269291609619664,,,-1.6501350405491273,0.09925591024961848,0.0029156324034309185,0.0020270412162458106,-0.09377128594168568,0.4637053087757313,0.008793054067157469,8.170244194798817,0.004354340063791826
Yield10Y_diff1,1962-06-01,2026-04-01,764,-0.009104635995639043,,,-1.7764091139777956,0.07606392123593475,0.0027678324484057167,0.0019358716377507286,-0.04900028444060812,0.450261780104712,0.002401027875260753,1.8339866941241654,0.1760588320438706
