Key,Value
Mode,oos
WindowType,rolling
ReportLag,1
NumLags,4
NumPredictors,11
MinInSample,120
AR_R2_OOS,0.06898361962340815
AR_CW_stat,3.402855551574997
AR_CW_p,0.00036689758885687936
AR_DM_stat,1.1114166697271592
AR_DM_p,0.2670533028748339
AR_RMSE,0.00331354495204083
AR_MAE,0.0024826405598993304
AR_Cor,0.28287696154989206
AR_HitRate,0.5707196029776674
AR_NumObs,403
VARX_R2_OOS,-0.0922052601577048
VARX_CW_stat,
VARX_CW_p,
VARX_DM_stat,-1.0224113833014525
VARX_DM_p,0.30720109816288427
VARX_RMSE,0.0035889411544273446
VARX_MAE,0.0026720460875059257
VARX_Cor,0.2558483319595588
VARX_HitRate,0.5732009925558312
VARX_NumObs,403
