Key,Value
Mode,oos
WindowType,rolling
ReportLag,1
NumLags,3
NumPredictors,11
MinInSample,120
AR_R2_OOS,0.07092240728637267
AR_CW_stat,3.804561210755702
AR_CW_p,8.2044718980016e-05
AR_DM_stat,1.330468052064224
AR_DM_p,0.18411645887532022
AR_RMSE,0.0033077072225176766
AR_MAE,0.0024693764782000695
AR_Cor,0.2762971982885956
AR_HitRate,0.5668316831683168
AR_NumObs,404
VARX_R2_OOS,-0.08903495046046817
VARX_CW_stat,
VARX_CW_p,
VARX_DM_stat,-1.045255709293425
VARX_DM_p,0.2965313465392319
VARX_RMSE,0.0035811455903433705
VARX_MAE,0.0026688720401549315
VARX_Cor,0.24360536615893022
VARX_HitRate,0.551980198019802
VARX_NumObs,404
