Key,Value
Metric,RMSE
WindowType,expanding
TrainObs,240
TimeLag,1
NumSelected,6
SelectedPredictors,CPI_pct1_diff1_lag1; DXY_Datastream_pct1; Housing_pct1_lag1; M2MoneySupply_pct1_lag1; T10Y3M_diff1; Yield10Y_diff1
OOS_Beg,2002-03-01
OOS_End,2026-05-01
Num_OOS_Obs,286
R2_OOS,0.09411849340321321
CW_stat,4.005450361859952
CW_p,3.9520668850764177e-05
DM_stat,2.073716405948361
DM_p,0.0390036805521513
RMSE,0.0035576394300124298
MAE,0.002689200396409428
Cor,0.30387623122902185
HitRate,0.5699300699300699
R2_MZ,0.0923407639059538
F_MZ,28.89275612083744
p_MZ,1.5974109645549388e-07
