Key,Value
Method,PCA
Mode,oos
WindowType,rolling
NumComp,3
TimeLag,1
MinInSample,120
OOS_Beg,2007-02-01
OOS_End,2017-07-01
Num_OOS_Obs,126
R2_OOS,-0.01717411597584584
CW_stat,
CW_p,
DM_stat,-0.9659363619752509
DM_p,0.33594112622176464
RMSE,0.0043848046137171855
MAE,0.0033791372949706455
Cor,-0.05187298130258009
HitRate,0.49206349206349204
R2_MZ,0.002690806189217243
F_MZ,0.3345602041308854
p_MZ,0.5640351843588989
