Key,Value
Mode,oos
WindowType,rolling
ReportLag,1
NumLags,2
NumPredictors,11
MinInSample,120
AR_R2_OOS,0.012931309473862451
AR_CW_stat,1.9430809805792004
AR_CW_p,0.027136280207598496
AR_DM_stat,0.8299082793514745
AR_DM_p,0.4081855372546458
AR_RMSE,0.004225664537078215
AR_MAE,0.003274231011855934
AR_Cor,0.10792154822482376
AR_HitRate,0.536
AR_NumObs,125
VARX_R2_OOS,-0.1652828978005787
VARX_CW_stat,
VARX_CW_p,
VARX_DM_stat,-2.3499519555179305
VARX_DM_p,0.020355117458977088
VARX_RMSE,0.004591314207514459
VARX_MAE,0.003537572220473237
VARX_Cor,-0.0518179223418554
VARX_HitRate,0.544
VARX_NumObs,125
