Key,Value
Mode,oos
WindowType,rolling
ReportLag,1
NumLags,12
NumPredictors,11
MinInSample,120
AR_R2_OOS,0.03781712186705222
AR_CW_stat,3.6072845640885873
AR_CW_p,0.00017419576295778368
AR_DM_stat,0.4675746061665298
AR_DM_p,0.6403421883976773
AR_RMSE,0.00277454065526939
AR_MAE,0.0019252909801778383
AR_Cor,0.3178846938969187
AR_HitRate,0.5955334987593052
AR_NumObs,403
VARX_R2_OOS,-0.12237686169737594
VARX_CW_stat,
VARX_CW_p,
VARX_DM_stat,-0.9688505345808177
VARX_DM_p,0.3332023018482716
VARX_RMSE,0.002996619719818556
VARX_MAE,0.002072709947489706
VARX_Cor,0.3274415003292654
VARX_HitRate,0.6054590570719603
VARX_NumObs,403
