Key,Value
Metric,RMSE
WindowType,expanding
TrainObs,120
TimeLag,1
NumSelected,5
SelectedPredictors,CPI_adj_pct1_diff1_lag1; DXY_Datastream_pct1; M2MoneySupply_pct1_lag1; T10Y3M_diff1; Yield10Y_diff1
OOS_Beg,1992-03-01
OOS_End,2026-04-01
Num_OOS_Obs,405
R2_OOS,0.1353183483799908
CW_stat,4.2922704153023705
CW_p,1.1082152518545163e-05
DM_stat,2.5134367349237428
DM_p,0.012344280274262086
RMSE,0.0026332557272989434
MAE,0.0018693496746770221
Cor,0.36540218527286406
HitRate,0.562962962962963
R2_MZ,0.13351875700218474
F_MZ,62.09950821984049
p_MZ,3.0762208527645804e-14
