Predictor,OOS_Beg,OOS_End,Num_OOS_Obs,VARX_R2_OOS,VARX_CW_stat,VARX_CW_p,VARX_DM_stat,VARX_DM_p,VARX_RMSE,VARX_MAE,VARX_Cor,VARX_HitRate,AR_R2_OOS,AR_RMSE,AR_CW_p
CapacityUtilization_diff3_lag2,2007-03-01,2017-07-01,125,-0.0029122228251192706,,,-0.17391187340898534,0.8622183228727136,0.004259442801411266,0.0033043140041965832,0.04062784111523569,0.512,0.011452938046228489,0.004228827824695467,0.025027325690145305
CoreCPI_pct1_diff1_lag1,2007-03-01,2017-07-01,125,0.02377947913543188,2.172675330656448,0.01585323265114941,0.6972977275692984,0.4869217994744687,0.004202379747538827,0.0032799923783342006,0.16003601849007112,0.568,0.011452938046228489,0.004228827824695467,0.025027325690145305
GBP_pct1,2007-03-01,2017-07-01,125,-0.003911266661422719,,,-0.18986254178479053,0.8497272989755393,0.004261563780081381,0.0033292803538116453,0.04834273677280722,0.52,0.011452938046228489,0.004228827824695467,0.025027325690145305
RiskFreeRate_diff1,2007-03-01,2017-07-01,125,-0.019287918062520282,,,-0.9767867213650853,0.3305765346764007,0.004294076396070454,0.003290556901216091,-0.007434177625234314,0.52,0.011452938046228489,0.004228827824695467,0.025027325690145305
Housing_pct3_lag3,2007-03-01,2017-07-01,125,0.013329867269921025,1.2849034012711147,0.10061050842863997,0.44946055311169325,0.6538840977263178,0.004224811333241626,0.0032383543384500316,0.11381733225667849,0.608,0.011452938046228489,0.004228827824695467,0.025027325690145305
M2MoneySupply_pct1_lag1,2007-03-01,2017-07-01,125,0.000674009374616702,0.8795460169180183,0.19040331386082515,0.04424331802878252,0.9647816214643852,0.004251820483864474,0.0032776046289666716,0.05066099309491785,0.512,0.011452938046228489,0.004228827824695467,0.025027325690145305
Payroll_pct1_lag2,2007-03-01,2017-07-01,125,-0.0016771536917472574,,,-0.11308562712471272,0.9101455477188598,0.004256819278223009,0.0032922711810912534,0.04148089953814008,0.568,0.011452938046228489,0.004228827824695467,0.025027325690145305
T10Y3M_diff1,2007-03-01,2017-07-01,125,0.002344300970855473,1.1027388279436892,0.1361381073430218,0.1847929336219313,0.8536933472092458,0.00424826571290728,0.0032922838780444596,0.05702944413530036,0.488,0.011452938046228489,0.004228827824695467,0.025027325690145305
TradeSales_pct1_lag2,2007-03-01,2017-07-01,125,-0.019334023279315327,,,-0.9180833939378057,0.3603575179555346,0.004294173511459016,0.003334267138183336,-0.018420153400604378,0.504,0.011452938046228489,0.004228827824695467,0.025027325690145305
Unemployment_diff1_lag2,2007-03-01,2017-07-01,125,-0.003286765140106951,,,-0.18998866636160977,0.8496286779984037,0.00426023808170197,0.0032877697032749186,0.04595128679537082,0.52,0.011452938046228489,0.004228827824695467,0.025027325690145305
Yield10Y_diff1,2007-03-01,2017-07-01,125,-0.001163059258086463,,,-0.09248457820910956,0.9264622969363169,0.004255726766553409,0.0033002092562070032,0.04200345922176951,0.472,0.011452938046228489,0.004228827824695467,0.025027325690145305
