Predictor,OOS_Beg,OOS_End,Num_OOS_Obs,R2_OOS,CW_stat,CW_p,DM_stat,DM_p,RMSE,MAE,Cor,HitRate,R2_MZ,F_MZ,p_MZ
CPI_pct1_diff1_lag1,1923-05-01,2025-09-01,1229,0.008141770112786606,3.4059214702002176,0.00034036147664589324,0.8887298209433098,0.37432234990729163,0.005424553051311417,0.0035326421521123296,0.08275328703122017,0.46216436126932464,0.0068481065144717634,8.460565547297469,0.0036946689496298478
CapacityUtilization_diff1_lag1,1977-04-01,2025-09-01,582,4.847321447543074e-05,1.0473702112626369,0.14768218840974084,0.002457680909235691,0.9980398999222434,0.0032457210175664926,0.002400817787394947,0.05807498129109192,0.49312714776632305,0.0033727034519606125,1.9627879036753453,0.1617502754143803
CoreCPI_pct1_diff1_lag1,1967-05-01,2025-09-01,701,-0.0018340181315097404,,,-0.2171345951161675,0.8281667244447118,0.0033016622571846337,0.002389450513292642,0.02657429304448759,0.4964336661911555,0.0007061930508142078,0.49397778619897487,0.4823922509251205
DXY_Datastream_pct1,1981-03-01,2025-09-01,535,0.005632894187003967,1.8447450734990645,0.03281411296460123,0.4213162183509636,0.6736937191686488,0.0032725046643232,0.002417374325608591,0.0650357412844701,0.4785046728971963,0.0042296476444204645,2.2639780237914606,0.13300586093068023
FedFundsRate_diff1,1964-09-01,2025-09-01,733,-0.028690965197716967,,,-2.4702527651447337,0.013728631769049295,0.003368623147122825,0.0024363057942565556,-0.07542084651108222,0.4597544338335607,0.00568830408844867,4.181938426102823,0.04121454270851335
Housing_pct1_lag1,1969-04-01,2025-09-01,678,-0.0200051822506071,,,-1.975891418253302,0.04857268797350463,0.0033729278884637994,0.002444547804779179,-0.07415748797681776,0.5,0.005499333023031849,3.738106214518605,0.05360190080846076
M2MoneySupply_pct1_lag1,1969-04-01,2025-09-01,678,-0.004585708506651409,,,-0.5329756912901524,0.5942253114277976,0.00334733643626392,0.002433062081553916,0.029108284849569017,0.49557522123893805,0.0008472922468835131,0.5732552736420908,0.4492320623512932
Payroll_pct1_lag1,1949-04-01,2025-09-01,918,-0.43414787570030655,,,-1.004023649527812,0.31563207377404,0.004283008599427852,0.002682330080997342,0.05235611687254044,0.47276688453159044,0.0027411629739714227,2.517807003491364,0.112912148320607
T10Y3M_diff1,1992-03-01,2025-09-01,403,-0.002002245428491589,,,-0.1181050754225594,0.9060433912471851,0.003437546273639959,0.002568576838372779,0.021405444957783668,0.46898263027295284,0.0004581930738409845,0.1838196474995731,0.6683412587309477
TradeSales_pct1_lag2,1977-05-01,2025-09-01,581,-0.014800055066681583,,,-1.5656022343100544,0.11798717449925111,0.0032718563979645095,0.0024068585661622278,-0.0631564625104831,0.4750430292598967,0.003988738756838139,2.318728542613788,0.12837042005947452
Unemployment_diff1_lag1,1958-04-01,2025-09-01,810,-0.04349475078502274,,,-1.218996340332498,0.2232008951813095,0.0034165858003739873,0.0024545228435926374,0.03251789634255615,0.42098765432098767,0.0010574135825451858,0.8552945747969936,0.3553349437706653
Yield10Y_diff1,1972-03-01,2025-09-01,643,-0.009542931331405269,,,-1.1848620171506083,0.23651043122577162,0.0033749786862840862,0.002458810191485535,-0.035204613752676854,0.5038880248833593,0.0012393648294749537,0.795418669617294,0.3728013140252743
