Key,Value
Mode,oos
WindowType,rolling
ReportLag,1
NumLags,4
NumPredictors,11
MinInSample,120
AR_R2_OOS,-0.00097098122135586
AR_CW_stat,
AR_CW_p,
AR_DM_stat,-0.02668437374653006
AR_DM_p,0.9787543736744108
AR_RMSE,0.0024807404036824967
AR_MAE,0.0020129148882742933
AR_Cor,0.07159170685561936
AR_HitRate,0.536
AR_NumObs,125
VARX_R2_OOS,-0.1260294271437603
VARX_CW_stat,
VARX_CW_p,
VARX_DM_stat,-1.9544678066457606
VARX_DM_p,0.0528965098468261
VARX_RMSE,0.002631149024520525
VARX_MAE,0.002104215780577915
VARX_Cor,-0.042905800856473976
VARX_HitRate,0.496
VARX_NumObs,125
