Key,Value
WindowType,rolling
TrainObs,120
ReportLag,1
Lookback,9
OOS_Beg,1999-01-01
OOS_End,2026-04-01
Num_OOS_Obs,328
R2_OOS,-0.016155584360173503
CW_stat,
CW_p,
DM_stat,-0.35843371333662716
DM_p,0.7202500523748596
RMSE,0.0029707897917412105
MAE,0.0022792181934161724
Cor,0.12792750028277974
HitRate,0.49085365853658536
R2_MZ,0.016365445328600514
F_MZ,5.423899711317135
p_MZ,0.020473759857458123
