Key,Value
Mode,oos
WindowType,rolling
ReportLag,1
NumLags,11
NumPredictors,11
MinInSample,120
AR_R2_OOS,0.05441182762367203
AR_CW_stat,3.6025317980120324
AR_CW_p,0.00017731054076199312
AR_DM_stat,0.6432054843234928
AR_DM_p,0.5204574957308257
AR_RMSE,0.002750510431243026
AR_MAE,0.001896996659016846
AR_Cor,0.326437018735648
AR_HitRate,0.6054590570719603
AR_NumObs,403
VARX_R2_OOS,-0.07097309778143135
VARX_CW_stat,
VARX_CW_p,
VARX_DM_stat,-0.6441328252381244
VARX_DM_p,0.5198566461416256
VARX_RMSE,0.0029271943724959006
VARX_MAE,0.0020348052212109764
VARX_Cor,0.3390098073162931
VARX_HitRate,0.6004962779156328
VARX_NumObs,403
