Predictor,OOS_Beg,OOS_End,Num_OOS_Obs,R2_OOS,CW_stat,CW_p,DM_stat,DM_p,RMSE,MAE,Cor,HitRate,R2_MZ,F_MZ,p_MZ
CPI_adj_pct1_diff1_lag1,1998-05-01,2026-04-01,336,-0.007167408638568684,,,-0.761146099975178,0.44710525258114564,0.0029411531500258816,0.0021958469343016313,-0.04056138376795564,0.4880952380952381,0.0016452258531712838,0.5504109853421706,0.4586711839698763
CapacityUtilization_diff3_lag2,1998-03-01,2021-04-01,278,-0.08201910048325889,,,-1.2776627472718716,0.2024381091908251,0.0026730625060816353,0.002008754063962906,-0.24863173916850018,0.460431654676259,0.06181774172195331,18.185908510542944,2.7544987190419135e-05
CoreCPI_adj_pct1_diff1_lag1,1998-05-01,2026-04-01,336,-0.0012089626038815915,,,-0.1940966819977819,0.8462178226663747,0.002932440249691471,0.002193868405957613,-0.03063995630123911,0.5,0.000938806922141544,0.3138561623330372,0.5756990347835855
GBP_pct1,2000-03-01,2026-04-01,314,-0.009573148726325531,,,-2.0317164038435473,0.043026755801088265,0.002976460358695901,0.0022032991257456146,-0.23782641511294672,0.410828025477707,0.05656140372547591,18.705147353557553,2.0557450330983644e-05
RiskFree_diff1,2007-03-01,2026-04-01,230,-0.016236632776039928,,,-0.42565464398355407,0.67075927594479,0.003201645680177641,0.002426818272825413,0.028794110060387113,0.40869565217391307,0.0008291007741694223,0.18919183560799424,0.6640015189968241
Housing_pct3_lag3,1998-03-01,2020-09-01,271,-0.013056307474143436,,,-1.554292201174153,0.12128608064846186,0.002582791975135255,0.0019980690494581224,-0.11848715981289999,0.4280442804428044,0.014039207040527524,3.8303213686278403,0.051367416774828735
M2MoneySupply_pct1_lag1,1998-03-01,2026-04-01,338,-0.004688736978870178,,,-0.4802336786008517,0.6313728093873686,0.002929155410721244,0.002167145651925272,-0.006994529432074684,0.5443786982248521,4.892344197648946e-05,0.016439080760525016,0.8980555522434226
Payroll_pct1_lag2,1998-03-01,2026-04-01,338,-0.011394866690683791,,,-1.129936270992415,0.25930666648130274,0.002938914963814698,0.0021813432650925634,-0.1593554005319506,0.4437869822485207,0.025394143678697967,8.754751698546741,0.0033070515678263164
T10Y3M_diff1,1998-03-01,2017-07-01,233,-0.013741187619090045,,,-1.6018831018083088,0.11054213314269462,0.002410093962578623,0.0018846992994205132,-0.17557486651890833,0.4334763948497854,0.03082653375313238,7.347424939881451,0.007220032591849503
TradeSales_pct1_lag2,1998-03-01,2026-04-01,338,-0.01937947050311717,,,-0.5551530554745066,0.5791582751027666,0.002950493003330638,0.0021948234359920943,-0.052647544165875096,0.4408284023668639,0.002771763906697866,0.9339012263621347,0.33454629079208953
Unemployment_diff1_lag2,1998-03-01,2026-04-01,338,-0.013799759645614973,,,-2.5616076835704336,0.01085349790128237,0.002942406962674698,0.0021955220073139386,-0.25177384239746214,0.40828402366863903,0.06339006771558187,22.740590312219403,2.767216118077086e-06
Yield10Y_diff1,1998-03-01,2026-04-01,338,-0.014442289863845659,,,-0.413606268899381,0.6794255607678217,0.002943339240429251,0.0021829469318290174,-0.04921299188645113,0.45857988165680474,0.0024219185704161816,0.8157402962319144,0.3670755992720076
