Predictor,OOS_Beg,OOS_End,Num_OOS_Obs,R2_OOS,CW_stat,CW_p,DM_stat,DM_p,RMSE,MAE,Cor,HitRate,R2_MZ,F_MZ,p_MZ
CPI_pct1_diff1_lag1,1998-05-01,2026-04-01,336,0.015436957795519235,2.8490984704849813,0.002327736140560668,1.4203469290794717,0.15643671366368778,0.004490771963974535,0.003455018826194324,0.11242909737258694,0.5297619047619048,0.012640301936014509,4.275909635472316,0.039425891069598325
CapacityUtilization_diff3_lag2,1998-03-01,2021-04-01,278,-0.021315622917305266,,,-2.09606157915036,0.03698406933690106,0.004231543771596185,0.0032550573292851456,-0.135079893439828,0.49280575539568344,0.018246577611714998,5.129654051607233,0.024295931560540707
CoreCPI_pct1_diff1_lag1,1998-05-01,2026-04-01,336,0.03841475216337109,4.230869123530545,1.5042033983389906e-05,2.6729683669691657,0.00788631465037845,0.004438059637769157,0.003408500629128884,0.18995407230907072,0.5327380952380952,0.036082549586799684,12.50270088670455,0.00046374754479326625
GBP_pct1,2000-03-01,2026-04-01,314,-0.005169383575029496,,,-0.8456707753738582,0.3983824431434123,0.004544653466492171,0.003486412094759148,-0.046861430606057256,0.4554140127388535,0.002195993678446806,0.6866579241360675,0.40793693019767185
RiskFreeRate_diff1,2007-03-01,2026-04-01,230,-0.036504722770986264,,,-1.483206534416798,0.1393944902912641,0.004729438671909509,0.003671614729547242,-0.027631878090528608,0.44782608695652176,0.0007635206868098487,0.17421573390945339,0.6767847727678576
Housing_pct3_lag3,1998-03-01,2020-09-01,271,0.0010478934503583837,0.9147884128505551,0.18055947526302613,0.06662538359236653,0.9469292449604381,0.0042118555076624984,0.0032632276680330196,0.05248639295748497,0.5608856088560885,0.0027548214456875053,0.7430940603435506,0.3894393397457152
M2MoneySupply_pct1_lag1,1998-03-01,2026-04-01,338,-0.0016105962333399226,,,-0.2625098797355163,0.7930887690834656,0.0045186874365131715,0.003468846259122489,-0.005250768472446438,0.46153846153846156,2.7570569551382818e-05,0.009263966782100237,0.9233797969041138
Payroll_pct1_lag2,1998-03-01,2026-04-01,338,-0.009934386473092083,,,-2.113883998813146,0.03525947546514285,0.004537424651128348,0.0034800239920956886,-0.0963456845520972,0.5118343195266272,0.009282490931812104,3.148139529725637,0.07691906697553197
T10Y3M_diff1,1998-03-01,2017-07-01,233,0.0005565728022211003,0.45346944083775587,0.32531730231571826,0.1199905153799986,0.9045945057354782,0.004238566122294173,0.0032841257515327364,-0.0010738633824663817,0.4721030042918455,1.1531825643285032e-06,0.0002663854795626476,0.9869921369295966
TradeSales_pct1_lag2,1998-03-01,2026-04-01,338,-0.017767462262610723,,,-2.2919136596776655,0.02252677825069908,0.0045549868519443705,0.003515167717867969,-0.1210434197737104,0.4408284023668639,0.014651509470514412,4.996107701395565,0.026061076727883013
Unemployment_diff1_lag2,1998-03-01,2026-04-01,338,-0.008306075450011052,,,-1.3535045951849742,0.17680160226285024,0.004533765344582673,0.0034740970206254443,-0.06697838711708207,0.4526627218934911,0.004486104340805541,1.514123574852304,0.21937168396764314
Yield10Y_diff1,1998-03-01,2026-04-01,338,-0.010176354704168444,,,-0.8524302759748498,0.3945807147662129,0.004537968174983643,0.003486160554648121,-0.07323252532143508,0.47041420118343197,0.005363002764954494,1.8116850006926677,0.1792136677591569
