Key,Value
WindowType,rolling
TrainObs,60
TimeLag,1
NumPredictors,12
OOS_Beg,1987-03-01
OOS_End,2026-05-01
Num_OOS_Obs,466
R2_OOS,-0.448094
R2_OOS_CT,-0.201310
CW_stat,NaN
CW_p,NaN
CW_stat_CT,NaN
CW_p_CT,NaN
DM_stat,-2.9742
DM_p,0.0031
RMSE,0.004022
MAE,0.002849
Cor,0.069794
HitRate,0.515021
R2_MZ,0.004871
F_MZ,2.2713
p_MZ,0.1325
