Key,Value
WindowType,rolling
TrainObs,60
ReportLag,1
Lookback,optimal[1   2   3   4   5   6   7   8   9  10  11  12]
OOS_Beg,1918-05-01
OOS_End,2025-09-01
Num_OOS_Obs,1289
R2_OOS,-0.033429
R2_OOS_CT,-0.003720
CW_stat,NaN
CW_p,NaN
CW_stat_CT,NaN
CW_p_CT,NaN
DM_stat,-1.4757
DM_p,0.1403
RMSE,0.006056
MAE,0.003955
Cor,0.078638
HitRate,0.461598
R2_MZ,0.006184
F_MZ,8.0083
p_MZ,0.0047
