Key,Value
Mode,oos
WindowType,rolling
ReportLag,1
NumLags,8
NumPredictors,11
MinInSample,120
AR_R2_OOS,-0.057532034315564085
AR_CW_stat,
AR_CW_p,
AR_DM_stat,-1.3273747008305483
AR_DM_p,0.186823468462149
AR_RMSE,0.0025498659073071982
AR_MAE,0.0020571014964232215
AR_Cor,-0.006146024715168356
AR_HitRate,0.504
AR_NumObs,125
VARX_R2_OOS,-0.2057192573992146
VARX_CW_stat,
VARX_CW_p,
VARX_DM_stat,-2.993992490786
VARX_DM_p,0.0033245969084271247
VARX_RMSE,0.002722661656216331
VARX_MAE,0.0021674156961270993
VARX_Cor,-0.12390217206256113
VARX_HitRate,0.512
VARX_NumObs,125
