Step,Action,Predictor,Metric
1,ADD,CPI_pct1_diff1_lag1,0.0033134946956734964
2,ADD,M2MoneySupply_pct1_lag1,0.0032953107398602313
3,ADD,DXY_Datastream_pct1,0.0032768215662825526
4,ADD,Housing_pct1_lag1,0.003275935209551684
