Key,Value
Mode,oos
WindowType,rolling
ReportLag,1
NumLags,1
NumPredictors,11
MinInSample,120
AR_R2_OOS,-0.002886941268558818
AR_CW_stat,
AR_CW_p,
AR_DM_stat,-0.24121132581589783
AR_DM_p,0.8097897349067862
AR_RMSE,0.0024831134631084694
AR_MAE,0.0019830958712724984
AR_Cor,-0.04260997251154021
AR_HitRate,0.496
AR_NumObs,125
VARX_R2_OOS,-0.12030904333501602
VARX_CW_stat,
VARX_CW_p,
VARX_DM_stat,-2.2539488919035646
VARX_DM_p,0.025955136729416958
VARX_RMSE,0.0026244572160554923
VARX_MAE,0.002082707457993921
VARX_Cor,-0.0643231920825016
VARX_HitRate,0.464
VARX_NumObs,125
