Predictor,OOS_Beg,OOS_End,Num_OOS_Obs,VARX_R2_OOS,VARX_CW_stat,VARX_CW_p,VARX_DM_stat,VARX_DM_p,VARX_RMSE,VARX_MAE,VARX_Cor,VARX_HitRate,AR_R2_OOS,AR_RMSE,AR_CW_p
CapacityUtilization_diff3_lag2,2007-03-01,2017-07-01,125,-0.016399731858308675,,,-0.5622350048895666,0.5749708704400646,0.002499786091351689,0.002024587466656765,-0.03803999342172655,0.48,-0.002886941268558818,0.0024831134631084694,
CoreCPI_adj_pct1_diff1_lag1,2007-03-01,2017-07-01,125,-0.0070489693501889494,,,-0.3933481511999388,0.6947378424143016,0.0024882606473353324,0.001995441446658955,-0.02371613288651167,0.544,-0.002886941268558818,0.0024831134631084694,
GBP_pct1,2007-03-01,2017-07-01,125,-0.01698701405091918,,,-0.875665604666035,0.3829049389523329,0.002500508183165355,0.001996518952105057,-0.10021116984731557,0.496,-0.002886941268558818,0.0024831134631084694,
RiskFree_diff1,2007-03-01,2017-07-01,125,-0.007001960283181674,,,-0.5796647739410434,0.563192404820704,0.0024882025706279708,0.0019864267774067734,-0.06664880372147229,0.44,-0.002886941268558818,0.0024831134631084694,
Housing_pct3_lag3,2007-03-01,2017-07-01,125,-0.023935850304318995,,,-1.608034896359055,0.11037079757021026,0.0025090363363019135,0.002011306192891974,-0.14637079057072136,0.424,-0.002886941268558818,0.0024831134631084694,
M2MoneySupply_pct1_lag1,2007-03-01,2017-07-01,125,-0.0022980971114781035,,,-0.08667620421230758,0.9310686997600452,0.002482384377164451,0.001975918027204177,0.07278362676814322,0.56,-0.002886941268558818,0.0024831134631084694,
Payroll_pct1_lag2,2007-03-01,2017-07-01,125,-0.021719470703202903,,,-1.6785151389179147,0.09576502674893907,0.0025063193743490694,0.001992659887603108,-0.14561801052592,0.464,-0.002886941268558818,0.0024831134631084694,
T10Y3M_diff1,2007-03-01,2017-07-01,125,-0.023145820191552424,,,-1.0993814506481103,0.27373159226728366,0.002508068210829479,0.0019930825788881733,-0.11069737621509447,0.536,-0.002886941268558818,0.0024831134631084694,
TradeSales_pct1_lag2,2007-03-01,2017-07-01,125,-0.00988346112191274,,,-0.6393336672352297,0.5237852196272176,0.002491759979848214,0.001983438681741678,-0.052936616388003566,0.496,-0.002886941268558818,0.0024831134631084694,
Unemployment_diff1_lag2,2007-03-01,2017-07-01,125,-0.02482941641226999,,,-2.016374376198625,0.045921340558800275,0.002510130887739233,0.0020106203124843364,-0.1833604318438443,0.44,-0.002886941268558818,0.0024831134631084694,
Yield10Y_diff1,2007-03-01,2017-07-01,125,-0.011569572756711999,,,-0.8899837085072976,0.37519806575449677,0.0024938392461439545,0.0019920892864363593,-0.1012062523194924,0.432,-0.002886941268558818,0.0024831134631084694,
