Key,Value
Mode,oos
WindowType,rolling
ReportLag,1
NumLags,7
NumPredictors,11
MinInSample,120
AR_R2_OOS,0.05213559002673451
AR_CW_stat,2.6875819689608136
AR_CW_p,0.003748018690061373
AR_DM_stat,0.6784407873960825
AR_DM_p,0.4978826045771687
AR_RMSE,0.002753818981506919
AR_MAE,0.0019184837966544704
AR_Cor,0.2769632098924081
AR_HitRate,0.575682382133995
AR_NumObs,403
VARX_R2_OOS,-0.07469462956412842
VARX_CW_stat,
VARX_CW_p,
VARX_DM_stat,-0.67954359694855
VARX_DM_p,0.49718458520110387
VARX_RMSE,0.0029322758258576807
VARX_MAE,0.002033535528580411
VARX_Cor,0.293727586954323
VARX_HitRate,0.5732009925558312
VARX_NumObs,403
