Key,Value
Mode,oos
WindowType,rolling
ReportLag,1
NumLags,9
NumPredictors,11
MinInSample,120
AR_R2_OOS,0.04080226679801524
AR_CW_stat,2.9215632585680003
AR_CW_p,0.0018396279791917346
AR_DM_stat,0.5158007934941655
AR_DM_p,0.6062771083103223
AR_RMSE,0.0027702333452310677
AR_MAE,0.0019129679657432386
AR_Cor,0.2902089282044931
AR_HitRate,0.575682382133995
AR_NumObs,403
VARX_R2_OOS,-0.06307778036292233
VARX_CW_stat,
VARX_CW_p,
VARX_DM_stat,-0.5886564696094492
VARX_DM_p,0.5564223424231156
VARX_RMSE,0.00291638463279914
VARX_MAE,0.0020322168864797224
VARX_Cor,0.31220981997061537
VARX_HitRate,0.5806451612903226
VARX_NumObs,403
