Predictor,OOS_Beg,OOS_End,Num_OOS_Obs,R2_OOS,CW_stat,CW_p,DM_stat,DM_p,RMSE,MAE,Cor,HitRate,R2_MZ,F_MZ,p_MZ
CPI_pct1_diff1_lag1,1994-03-01,2026-04-01,386,0.43504134389426286,10.395909720082667,8.892687348509033e-23,6.96256149712745,1.4498307298911642e-11,0.003405193187517729,0.00258558920706913,0.6580483989592353,0.7176165803108808,0.4330276953728124,293.2817593841714,2.976097797163832e-49
CapacityUtilization_diff3_lag2,1993-03-01,2022-02-01,348,-0.03879310787263979,,,-2.0512276337897486,0.040995179572568645,0.0043350601500250635,0.003402430709671922,-0.03717629528196978,0.46264367816091956,0.0013820769308920955,0.4788604400559722,0.48940304918781474
CoreCPI_pct1_diff1_lag1,1994-03-01,2026-04-01,386,0.4615991056223936,10.275078773705747,2.3849637350397977e-22,7.530128290618444,3.6392145212323133e-13,0.0033241935969152295,0.002478291776873166,0.6774251611976987,0.7020725388601037,0.4589048490237282,325.67185587815266,3.680043458329071e-53
GBP_pct1,1996-01-01,2026-04-01,364,-0.0213933657637837,,,-1.6026467181382558,0.1098824324971262,0.00456605870198643,0.003530936743732524,-0.02748775867385644,0.4642857142857143,0.0007555768769119675,0.2737256502140359,0.6011635464605483
RiskFreeRate_diff1,2003-01-01,2026-04-01,280,-0.01054550516900088,,,-0.7309500857412813,0.4654230444292875,0.004584927221285035,0.0034997811589594268,-0.02675821967939402,0.4857142857142857,0.0007160023204103583,0.19919126648309748,0.6557218607794628
Housing_pct3_lag3,1993-03-01,2021-07-01,341,0.09965900906174485,7.002730616764034,6.743839613953878e-12,3.4941367286128537,0.0005385192386881637,0.004012003555052742,0.003058613890402856,0.31232798868645734,0.6392961876832844,0.09754877251692795,36.64356906629491,3.759719802873232e-09
M2MoneySupply_pct1_lag1,1993-03-01,2026-04-01,398,-0.016310130504513687,,,-0.9394479158450926,0.34807204225221333,0.004550565886394718,0.003511978705797659,0.005696132732954848,0.5025125628140703,3.244592811157965e-05,0.01284900443006185,0.9098077867590709
Payroll_pct1_lag2,1993-03-01,2026-04-01,398,-0.01893090855652879,,,-2.172503113626616,0.030408743262613988,0.004556429423652558,0.0035230414602947947,-0.10888092097354589,0.44974874371859297,0.011855054952047306,4.750924228816356,0.029871054705843406
T10Y3M_diff1,1993-03-01,2018-05-01,303,-0.017084497909893637,,,-1.3949916550846175,0.1640434409704743,0.0043219990833430495,0.003355623532578986,-0.0312029148085481,0.48184818481848185,0.0009736218925496809,0.29334579754801904,0.5884850685793453
TradeSales_pct1_lag2,1993-03-01,2026-04-01,398,-0.026442813472868254,,,-2.1797528820246024,0.029862738988063853,0.004573194354252535,0.003520928764965022,-0.050306236052539456,0.4723618090452261,0.0025307173857740395,1.0047067135139918,0.31678637926453307
Unemployment_diff1_lag2,1993-03-01,2026-04-01,398,-0.01380858412093433,,,-1.071488675733737,0.2846006983598864,0.0045449620531073705,0.003498046855214939,-0.010944834151849794,0.4824120603015075,0.0001197893946114359,0.04744228334853394,0.8276873978535424
Yield10Y_diff1,1993-03-01,2026-04-01,398,-0.027190626534161266,,,-1.3108276031044734,0.190673761623122,0.004574859947192722,0.0035223849857418683,-0.053818113971549716,0.4547738693467337,0.0028963893914542016,1.1503019212976977,0.2841391155824132
