Key,Value
Mode,oos
WindowType,rolling
ReportLag,1
NumLags,8
NumPredictors,11
MinInSample,120
AR_R2_OOS,0.135006147696751
AR_CW_stat,4.136927645085269
AR_CW_p,2.1443597002868597e-05
AR_DM_stat,1.700994393943302
AR_DM_p,0.08971734918179156
AR_RMSE,0.003193895599775534
AR_MAE,0.0024230304896568334
AR_Cor,0.38654393901601064
AR_HitRate,0.5856079404466501
AR_NumObs,403
VARX_R2_OOS,0.04590780643221071
VARX_CW_stat,4.583754727394054
VARX_CW_p,3.052814601536698e-06
VARX_DM_stat,0.5153904283648626
VARX_DM_p,0.6065635193703444
VARX_RMSE,0.0033543577315566088
VARX_MAE,0.002565461729152132
VARX_Cor,0.3599803279885361
VARX_HitRate,0.5831265508684863
VARX_NumObs,403
