Key,Value
Mode,oos
WindowType,rolling
ReportLag,1
NumLags,7
NumPredictors,11
MinInSample,120
AR_R2_OOS,0.19611013621630524
AR_CW_stat,4.4126619892490115
AR_CW_p,1.096327533198425e-05
AR_DM_stat,2.1978102656149985
AR_DM_p,0.02981975154570731
AR_RMSE,0.0038134635956976583
AR_MAE,0.0028690195154834255
AR_Cor,0.4478876555699181
AR_HitRate,0.616
AR_NumObs,125
VARX_R2_OOS,0.07915468729977271
VARX_CW_stat,3.5817782944722882
VARX_CW_p,0.00024422493622467035
VARX_DM_stat,0.7960601541648927
VARX_DM_p,0.4275184400319205
VARX_RMSE,0.004081451775101387
VARX_MAE,0.0030818277676575075
VARX_Cor,0.3569962892101771
VARX_HitRate,0.584
VARX_NumObs,125
