Key,Value
Mode,oos
WindowType,rolling
ReportLag,1
NumLags,3
NumPredictors,11
MinInSample,120
AR_R2_OOS,0.07701967890887607
AR_CW_stat,3.43855059513409
AR_CW_p,0.00032297943605636754
AR_DM_stat,1.3025251027692137
AR_DM_p,0.19348263965769935
AR_RMSE,0.002717430849710277
AR_MAE,0.0018876829661671028
AR_Cor,0.2812836680222971
AR_HitRate,0.575682382133995
AR_NumObs,403
VARX_R2_OOS,-0.037105847945738235
VARX_CW_stat,
VARX_CW_p,
VARX_DM_stat,-0.4596606429385939
VARX_DM_p,0.646008306281768
VARX_RMSE,0.002880539415689169
VARX_MAE,0.0020205832287655896
VARX_Cor,0.28412579229252505
VARX_HitRate,0.5707196029776674
VARX_NumObs,403
