Key,Value
Mode,oos
WindowType,rolling
ReportLag,1
NumLags,10
NumPredictors,11
MinInSample,120
AR_R2_OOS,0.29100502229626657
AR_CW_stat,5.479980610520484
AR_CW_p,1.1368263529076713e-07
AR_DM_stat,2.839034784785693
AR_DM_p,0.0052894293698219465
AR_RMSE,0.003581318184572202
AR_MAE,0.00283439715773089
AR_Cor,0.5499468787192137
AR_HitRate,0.64
AR_NumObs,125
VARX_R2_OOS,0.14145344512615743
VARX_CW_stat,4.690313573175912
VARX_CW_p,3.5407200472388085e-06
VARX_DM_stat,1.2508256957484327
VARX_DM_p,0.21335306690735847
VARX_RMSE,0.003940971130250844
VARX_MAE,0.0031710468110272318
VARX_Cor,0.4721079677780186
VARX_HitRate,0.6
VARX_NumObs,125
