Key,Value
Mode,oos
WindowType,rolling
ReportLag,1
NumLags,6
NumPredictors,11
MinInSample,120
AR_R2_OOS,0.20202861173329922
AR_CW_stat,4.439626856745062
AR_CW_p,9.842624680343962e-06
AR_DM_stat,2.3113416800930864
AR_DM_p,0.022464471720521594
AR_RMSE,0.003799399737494038
AR_MAE,0.0028445233521051288
AR_Cor,0.45266875319525773
AR_HitRate,0.648
AR_NumObs,125
VARX_R2_OOS,0.08910274455978384
VARX_CW_stat,3.6705126355618187
VARX_CW_p,0.000179076388309923
VARX_DM_stat,0.929793149009491
VARX_DM_p,0.354284745696939
VARX_RMSE,0.0040593455804821465
VARX_MAE,0.003069461851227319
VARX_Cor,0.3641111316789895
VARX_HitRate,0.592
VARX_NumObs,125
