Key,Value
Mode,oos
WindowType,rolling
ReportLag,1
NumLags,5
NumPredictors,11
MinInSample,120
AR_R2_OOS,-0.002209172221781408
AR_CW_stat,
AR_CW_p,
AR_DM_stat,-0.05738516543069191
AR_DM_p,0.9543307490393218
AR_RMSE,0.0024822742549094187
AR_MAE,0.002012800608898203
AR_Cor,0.08150453627118238
AR_HitRate,0.544
AR_NumObs,125
VARX_R2_OOS,-0.13084066571837538
VARX_CW_stat,
VARX_CW_p,
VARX_DM_stat,-2.0421491147381223
VARX_DM_p,0.04325732771797205
VARX_RMSE,0.0026367641496328875
VARX_MAE,0.0021055581759536314
VARX_Cor,-0.03773172694230341
VARX_HitRate,0.496
VARX_NumObs,125
