Key,Value
Method,PCA
Mode,insample
NumComp,3
TimeLag,1
NumObs,245
VarExplained_X,0.4616339762744026
R2,0.0056409905426676454
RMSE,0.004190405147315727
MAE,0.00325502425398696
Cor,0.07510652796307045
