Predictor,TimesSelected,FracOrigins
DXY_pct1,86,0.728813559322034
M2MoneySupply_pct1_lag1,53,0.449152542372881
Housing_pct1_lag1,42,0.355932203389831
CPI_pct1_lag1,41,0.347457627118644
CoreCPI_pct1_lag1,34,0.288135593220339
T10Y3M_diff1,23,0.194915254237288
FedFundsRate_pct1,22,0.186440677966102
TradeSales_pct1_lag2,16,0.135593220338983
CapcacityUtilization_pct1_lag1,15,0.127118644067797
Payroll_pct1_lag1,15,0.127118644067797
Unemployment_pct1_lag1,9,0.076271186440678
