Predictor,TimesSelected,FracOrigins
M2MoneySupply_pct1_lag1,151,0.955696202531646
DXY_pct1,145,0.917721518987342
FedFundsRate_pct1,102,0.645569620253165
T10Y3M_diff1,76,0.481012658227848
CPI_pct1_lag1,46,0.291139240506329
Payroll_pct1_lag1,45,0.284810126582278
Housing_pct1_lag1,39,0.246835443037975
CoreCPI_pct1_lag1,38,0.240506329113924
CapcacityUtilization_pct1_lag1,33,0.208860759493671
TradeSales_pct1_lag2,12,0.0759493670886076
Unemployment_pct1_lag1,0,0
