Predictor,OOS_Beg,OOS_End,Num_OOS_Obs,R2_OOS,R2_OOS_CT,CW_stat,CW_p,CW_stat_CT,CW_p_CT,DM_stat,DM_p,RMSE,MAE,Cor,HitRate,R2_MZ,F_MZ,p_MZ
CPI_pct1_lag1,2011-03-01,2026-04-01,178,0.000632299767898359,0.000632299767898359,0.951373165985209,0.17135614144605,0.951373165985209,0.171192093348681,0.0126017386976185,0.989959725994687,0.00262304702834794,0.00194488715410138,0.274044534093575,0.842696629213483,0.0751004066665645,14.2909259216749,0.000214270577774228
CapcacityUtilization_pct1_lag1,2011-03-01,2026-04-01,178,-0.0602454319840291,-0.0348867066845746,NaN,NaN,NaN,NaN,-1.67747498033419,0.095214622948373,0.0027017591294621,0.00199469668517997,0.187437213505282,0.831460674157303,0.0351327090066241,6.40850492382208,0.012232981554247
CoreCPI_pct1_lag1,2011-03-01,2026-04-01,178,-0.00855034189075887,0.00068901984419989,NaN,NaN,0.681510999851563,0.248106805564571,-0.205688864513126,0.837270336005408,0.00263507034281139,0.00194764479309961,0.252461057953923,0.831460674157303,0.0637365857832137,11.9812853172625,0.000674446000886741
DXY_pct1,2011-03-01,2026-04-01,178,-0.0229500351458247,0.021636876513254,NaN,NaN,2.56811079775567,0.00541982441850519,-0.352165603083824,0.725133016046795,0.00265381493255174,0.00193979879854388,0.300127810296592,0.820224719101124,0.0900767025134267,17.4228967278389,4.69671495239003e-05
FedFundsRate_pct1,2011-03-01,2026-04-01,178,-0.0543237686047187,-0.0458097267732296,NaN,NaN,NaN,NaN,-0.824775602764499,0.410609125080048,0.00269420365720145,0.00201030053792928,0.241117359539747,0.859550561797753,0.0581375810714193,10.8638098972136,0.00118604906318264
Housing_pct1_lag1,2011-03-01,2026-04-01,178,-0.0162197115159768,-0.0162197115159768,NaN,NaN,NaN,NaN,-1.32023475796434,0.188461384590714,0.00264507036625922,0.00195063375482673,0.240271456840785,0.842696629213483,0.0577303729723925,10.7830554564224,0.00123576625894722
M2MoneySupply_pct1_lag1,2011-03-01,2026-04-01,178,-0.0214574477266878,-0.0183544899042669,NaN,NaN,NaN,NaN,-0.70548101816908,0.481438354657672,0.00265187813378675,0.0019341646275896,0.2403941232393,0.831460674157303,0.0577893344879915,10.7947439380338,0.00122844028566093
Payroll_pct1_lag1,2011-03-01,2026-04-01,178,-0.327942431174094,-0.0866934664820767,NaN,NaN,NaN,NaN,-1.28314508729965,0.201118790035357,0.00302366064021834,0.00206929028507861,0.0417136222558845,0.837078651685393,0.00174002628170655,0.306778428107934,0.580366842710834
T10Y3M_pct1,2011-03-01,2026-04-01,178,-0.0810785107531811,-0.0647011246862781,NaN,NaN,NaN,NaN,-1.70990926484542,0.0890350013010014,0.00272817383860331,0.00197514605424148,0.190400265950052,0.831460674157303,0.0362522612738503,6.6204025470722,0.0109061627991759
TradeSales_pct1_lag2,2011-03-01,2026-04-01,178,-0.0334422955127096,-0.0132725381392762,NaN,NaN,NaN,NaN,-1.09909967743009,0.273217320121944,0.00266739012232474,0.00196566314562478,0.224148095849943,0.831460674157303,0.050242368873155,9.31043524355148,0.0026314050804756
Unemployment_pct1_lag1,2011-03-01,2026-04-01,178,-0.0630982840167262,-0.0453772270170905,NaN,NaN,NaN,NaN,-1.85654792467398,0.0650375085766729,0.00270539156251758,0.0019728900779418,0.176169076798253,0.837078651685393,0.0310355436199485,5.63720953967437,0.0186598717759597
