Predictor,OOS_Beg,OOS_End,Num_OOS_Obs,R2_OOS,R2_OOS_CT,CW_stat,CW_p,CW_stat_CT,CW_p_CT,DM_stat,DM_p,RMSE,MAE,Cor,HitRate,R2_MZ,F_MZ,p_MZ
CPI_pct1_lag1,1957-04-01,2025-09-01,822,0.186982186807295,0.189314692715826,8.37508138314588,1.11022302462516e-16,8.37105061496885,1.11022302462516e-16,5.80081797468162,9.41626748371876e-09,0.00261354776741654,0.00181464525610261,0.54136073544296,0.871046228710462,0.293071445879343,339.947487225199,8.99732816556044e-64
CapcacityUtilization_pct1_lag1,1977-04-01,2025-09-01,582,-0.025103342758606,-0.0304865075102756,NaN,NaN,NaN,NaN,-0.64775693352261,0.517398051456342,0.0030255349930197,0.00219173029539431,0.364411497290517,0.878006872852234,0.132795739357516,88.8159022308042,1.02072750017628e-19
CoreCPI_pct1_lag1,1967-04-01,2025-09-01,702,0.15803810269265,0.159691567899779,8.6222067424568,0,8.70205195835683,0,6.31547789452901,4.78188131105787e-10,0.00281122077797636,0.00196338528203998,0.486261409609329,0.893162393162393,0.236450158475252,216.770539303834,6.07404118727881e-43
DXY_Datastream_pct1,1981-03-01,2025-09-01,535,0.0172016306222806,0.0218333977675421,3.05687273895232,0.00117426944439147,3.055273205659,0.00115270932283451,0.859706508252106,0.390336625111507,0.00288658631123511,0.00202371580176708,0.240188696269486,0.863551401869159,0.0576906098156355,32.6316338901362,1.85360162994901e-08
FedFundsRate_pct1,1964-09-01,2025-09-01,733,-0.00891196105299752,-0.00679551305631154,NaN,NaN,NaN,NaN,-0.310109252480937,0.75656614337355,0.003034613453439,0.00220480055020322,0.352108371165264,0.893587994542974,0.123980305044655,103.456124913108,8.0888309510816e-23
Housing_pct1_lag1,1969-04-01,2025-09-01,678,-0.006920383449176,-0.006920383449176,NaN,NaN,NaN,NaN,-0.626273656764119,0.531346558672642,0.00308303714206309,0.00220298677336937,0.350494563992414,0.893805309734513,0.122846439388232,94.6746348136876,4.97999025104728e-21
M2MoneySupply_pct1_lag1,1969-04-01,2025-09-01,678,-0.0152258972659916,-0.0152258972659916,NaN,NaN,NaN,NaN,-1.12048677079433,0.262903708786163,0.0030957261400676,0.00221185874118752,0.349773305856953,0.893805309734513,0.122341365490101,94.231127934486,6.06181068725919e-21
Payroll_pct1_lag1,1957-02-01,2025-09-01,824,-0.0323666522591306,-0.020027425749519,NaN,NaN,NaN,NaN,-1.4557070632574,0.145854956026359,0.00294291623586239,0.00211955479899311,0.370924266591817,0.868932038834951,0.137584811546678,131.137202365598,2.82671804695606e-28
T10Y3M_diff1,1992-03-01,2025-09-01,403,-0.01876738016102,-0.01876738016102,NaN,NaN,NaN,NaN,-1.01149377891537,0.312388570710622,0.00278149182214768,0.00185263561948038,-0.033415467559335,0.851116625310174,0.00111659347220894,0.448254500404835,0.503550338652354
TradeSales_pct1_lag2,1977-05-01,2025-09-01,581,-0.0116474438100085,-0.00855268036901502,NaN,NaN,NaN,NaN,-0.830244980408551,0.406741892817815,0.00300729197755335,0.00217154425380244,0.367942267406089,0.874354561101549,0.135381512143934,90.6595181947888,4.57806193468293e-20
Unemployment_pct1_lag1,1958-04-01,2025-09-01,810,-0.0106827882757492,-0.0106827882757492,NaN,NaN,NaN,NaN,-1.44191356380143,0.149713750632838,0.00292497539132033,0.00208122220612363,0.376663938384009,0.872839506172839,0.141875722478952,133.588556769601,1.05496389185642e-28
