Key,Value
Model,AR
NumPredictors,0
Predictors,
WindowType,rolling
TrainObs,240
ReportLag,1
Lookback,1
OOS_Beg,1967-04-01
OOS_End,2025-08-01
Num_OOS_Obs,701
R2_OOS,0.050217397426837174
R2_OOS_CT,0.035064721285775424
CW_stat,3.7284299228834317
CW_p,0.00010412470722531708
CW_stat_CT,2.8167367832182992
CW_p_CT,0.002494044566722864
DM_stat,1.765100775590375
DM_p,0.07798281245094323
RMSE,0.002723128120457093
MAE,0.0018918443100903015
Cor,0.21910887647442756
HitRate,0.48216833095577744
R2_MZ,0.04800869974988594
F_MZ,35.250407347581486
p_MZ,4.566594885927638e-09
LV_R2_OOS,-1.3503512052379394
LV_R2_OOS_CT,-0.6234814864596292
LV_RMSE,0.004283732576276815
LV_MAE,0.002990666197489312
LV_Cor,-0.1779313387495471
LV_HitRate,0.48074179743223966
