Step,Action,Predictor,Metric
1,ADD,CPI_pct1_diff1_lag1,0.00270743871634522
2,ADD,M2MoneySupply_pct1_lag1,0.00269264755467898
3,ADD,T10Y3M_diff1,0.00268574306753374
