Key,Value
Mode,oos
WindowType,rolling
ReportLag,1
NumLags,1
NumPredictors,11
MinInSample,120
AR_R2_OOS,0.015436957795519346
AR_CW_stat,2.8490984704849804
AR_CW_p,0.0023277361405606776
AR_DM_stat,1.4203469290794715
AR_DM_p,0.15643671366368786
AR_RMSE,0.004490771963974535
AR_MAE,0.003455018826194324
AR_Cor,0.11242909737258691
AR_HitRate,0.5297619047619048
AR_NumObs,337
VARX_R2_OOS,-0.1553243059117868
VARX_CW_stat,
VARX_CW_p,
VARX_DM_stat,-2.227816373654922
VARX_DM_p,0.027695966409286114
VARX_RMSE,0.004571653259838978
VARX_MAE,0.003514590717928454
VARX_Cor,-0.04847969281538665
VARX_HitRate,0.536
VARX_NumObs,125
