Key,Value
Mode,oos
WindowType,rolling
ReportLag,1
NumLags,1
NumPredictors,11
MinInSample,240
AR_R2_OOS,0.04014216423723593
AR_CW_stat,3.564069935384386
AR_CW_p,0.00019338267130120885
AR_DM_stat,1.527525317590836
AR_DM_p,0.12702520123110314
AR_RMSE,0.0026705253586509726
AR_MAE,0.0018787801188048286
AR_Cor,0.1976581882907985
AR_HitRate,0.47256857855361595
AR_NumObs,806
VARX_R2_OOS,-0.05491266544242124
VARX_CW_stat,
VARX_CW_p,
VARX_DM_stat,-0.596234411600363
VARX_DM_p,0.5512968074801916
VARX_RMSE,0.002816050924263256
VARX_MAE,0.0019826013241375524
VARX_Cor,0.2530690396396081
VARX_HitRate,0.5637860082304527
VARX_NumObs,490
