Key,Value
WindowType,rolling
TrainObs,60
TimeLag,1
NumPredictors,11
Predictors,CPI_pct12_lag1; CapcacityUtilization_pct12_lag1; CoreCPI_pct12_lag1; DXY_Datastream_pct12; FedFundsRate_pct12; Housing_pct12_lag1; M2MoneySupply_pct12_lag1; Payroll_pct12_lag1; T10Y3M_diff12; TradeSales_pct12_lag2; Unemployment_pct12_lag1
OOS_Beg,1988-02-01
OOS_End,2025-04-01
Num_OOS_Obs,446
R2_OOS,0.29012190453379094
R2_OOS_CT,0.058357831680620254
CW_stat,7.619086333454769
CW_p,7.760458942129844e-14
CW_stat_CT,5.112675826078568
CW_p_CT,2.363473381450376e-07
DM_stat,1.8108170454935864
DM_p,0.0708434067846946
RMSE,0.015987013690099874
MAE,0.010058233816797912
Cor,0.7161539078954686
HitRate,0.7757847533632287
R2_MZ,0.5128764197939515
F_MZ,467.4730184323911
p_MZ,2.387644288249795e-71
