Predictor,OOS_Beg,OOS_End,Num_OOS_Obs,R2_OOS,R2_OOS_CT,CW_stat,CW_p,CW_stat_CT,CW_p_CT,DM_stat,DM_p,RMSE,MAE,Cor,HitRate,R2_MZ,F_MZ,p_MZ
CPI_pct1_lag1,1967-04-01,2026-03-01,703,-0.017318528887927842,-0.0030028649142843644,,,,,-1.8815070515677454,0.06031653273700142,0.002824926450410792,0.00196841550215513,-0.04070567125428901,0.49644381223328593,0.0016569516722622513,1.1634509041771095,0.28112200740261833
CapacityUtilization_diff1_lag1,1987-04-01,2026-03-01,465,-0.01361551856726817,-0.004444964772115201,,,,,-2.0165674373271125,0.04431628116724767,0.002774145478917857,0.0019486982290286765,-0.1009199436370773,0.4946236559139785,0.010184835023710854,4.764100190454332,0.029560944416817843
CoreCPI_pct1_lag1,1977-04-01,2026-03-01,583,-0.012471403420600602,-0.0038635984190258377,,,,,-1.5435182671864045,0.12324861467230072,0.00272154685601128,0.0019343521775913768,-0.04026352095394839,0.4288164665523156,0.0016211511196090411,0.9434182240029548,0.33180449291986536
DXY_Datastream_pct1,1991-03-01,2026-03-01,418,0.0005827155153050878,0.0010658045394027482,0.9746909016260757,0.16513933710719308,0.8401797878475219,0.20064452311488878,0.0658285491197777,0.9475458740650882,0.002802289524638219,0.001958045637827178,0.025831038142517953,0.5167464114832536,0.0006672425315202173,0.2777582252137526,0.598455257662086
FedFundsRate_diff1,1974-09-01,2026-03-01,616,-0.004565991740361985,0.009281327495106906,,,1.7902160006023615,0.036955496480781114,-0.27145130878796114,0.7861350360611247,0.0027075769304195805,0.0019235848531739214,0.027215786903799118,0.4902597402597403,0.0007406990567930036,0.45512633251612056,0.5001644729034954
Housing_pct1_lag1,1979-04-01,2026-03-01,561,-0.004500415970178029,-0.0019931416075342767,,,,,-0.8480372882217813,0.39677952174040443,0.00274079583093865,0.0019344160778257847,-0.03906061005256835,0.5204991087344029,0.0015257312576788034,0.8541870328984482,0.3557693159203241
M2MoneySupply_pct1_lag1,1979-04-01,2026-03-01,561,-0.007681658691079285,-0.006494846631816431,,,,,-1.0607210242454435,0.2892739578327159,0.0027451324365802875,0.001945077571891121,-0.02263342370072135,0.47237076648841353,0.0005122718684163751,0.2865067437897087,0.5926807042314414
Payroll_pct1_lag1,1967-02-01,2026-03-01,707,-0.12320684190002806,-0.12020594343406255,,,,,-1.0370995361158288,0.30004454520572726,0.0029653407100314346,0.00196887882057889,-0.005767432908520688,0.49646393210749645,3.326328235428743e-05,0.023451394130117188,0.8783328908390053
T10Y3M_diff1,2002-03-01,2026-03-01,286,-0.007112477255398986,-0.0031834189284489778,,,,,-1.6517866230817768,0.09967937215064049,0.0031029376789666503,0.0021698368451338076,-0.20569805537263278,0.486013986013986,0.04231168998408269,12.5474226110996,0.0004636088539546034
TradeSales_pct1_lag2,1987-05-01,2026-03-01,464,-0.014810644888030744,-0.014348829959490494,,,,,-1.5560589841337515,0.12037731838547326,0.0027774941648101266,0.0019630015283714527,-0.05299523100801926,0.4849137931034483,0.0028084945095933262,1.301178816995648,0.25458897180056317
Unemployment_diff1_lag1,1968-04-01,2026-03-01,691,-0.0059206306137620235,0.0005804677552827542,,,0.8778546846541261,0.19016407248901968,-0.8480732278640701,0.3966912805117936,0.0028146427138899892,0.0019500423761709294,-0.0532105373149628,0.47901591895803186,0.0028313612813470478,1.9563470481330776,0.1623544922275884
