Key,Value
WindowType,rolling
TrainObs,60
TimeLag,1
NumPredictors,11
Predictors,CPI_pct12_lag1; CapcacityUtilization_pct12_lag1; CoreCPI_pct12_lag1; DXY_Datastream_pct12; FedFundsRate_pct12; Housing_pct12_lag1; M2MoneySupply_pct12_lag1; Payroll_pct12_lag1; T10Y3M_diff12; TradeSales_pct12_lag2; Unemployment_pct12_lag1
OOS_Beg,1988-02-01
OOS_End,2025-04-01
Num_OOS_Obs,446
R2_OOS,0.3423954814135346
R2_OOS_CT,0.36793483529753823
CW_stat,7.3652103289664606
CW_p,4.3232084578903596e-13
CW_stat_CT,7.325687977085264
CW_p_CT,5.627720511824919e-13
DM_stat,1.8134843646949084
DM_p,0.07043063941323957
RMSE,0.012314294773050707
MAE,0.00774584774214485
Cor,0.7489816714945372
HitRate,0.968609865470852
R2_MZ,0.5609735442347509
F_MZ,567.3285752360451
p_MZ,2.1662452274372072e-81
