Key,Value
Metric,RMSE
WindowType,rolling
TrainObs,60
CV_Splits,5
TimeLag,1
Num_OOS_Obs,446
Avg_NumSelected,2.0269058295964126
OOS_Beg,1988-02-01
OOS_End,2025-04-01
R2_OOS,0.33949396705115564
R2_OOS_CT,0.4061871287239317
CW_stat,6.6082153885504065
CW_p,5.5708770929641105e-11
CW_stat_CT,6.585233459522655
CW_p_CT,6.415290521033512e-11
DM_stat,2.951147811094231
DM_p,0.0033331924223339816
RMSE,0.012341431734801078
MAE,0.009294988722437203
Cor,0.6974526660909934
HitRate,0.9641255605381166
