Predictor,TimesSelected,FracOrigins
DXY_Datastream_pct1,241,0.5935960591133
T10Y3M_diff1,200,0.492610837438424
CPI_pct1_lag1,198,0.487684729064039
CoreCPI_pct1_lag1,182,0.448275862068966
TradeSales_pct1_lag2,156,0.38423645320197
CapcacityUtilization_pct1_lag1,138,0.339901477832512
FedFundsRate_pct1,128,0.315270935960591
M2MoneySupply_pct1_lag1,127,0.312807881773399
Housing_pct1_lag1,120,0.295566502463054
Payroll_pct1_lag1,88,0.216748768472906
Unemployment_pct1_lag1,47,0.11576354679803
