Key,Value
Metric,R2OOS
WindowType,rolling
TrainObs,60
TimeLag,0
NumSelected,1
SelectedPredictors,CPI_pct1_lag1
OOS_Beg,2011-02-01
OOS_End,2026-04-01
Num_OOS_Obs,180
R2_OOS,0.213872
R2_OOS_CT,0.228066
CW_stat,4.1740
CW_p,0.0000
CW_stat_CT,4.0655
CW_p_CT,0.0000
DM_stat,1.6830
DM_p,0.0941
RMSE,0.002320
MAE,0.001655
Cor,0.516686
HitRate,0.861111
R2_MZ,0.266964
F_MZ,64.8258
p_MZ,0.0000
