Predictor,OOS_Beg,OOS_End,Num_OOS_Obs,R2_OOS,R2_OOS_CT,CW_stat,CW_p,CW_stat_CT,CW_p_CT,DM_stat,DM_p,RMSE,MAE,Cor,HitRate,R2_MZ,F_MZ,p_MZ
CPI_pct12_lag1,1992-03-01,2025-04-01,397,0.0582959921568947,0.0582959921568947,4.57892140066709,3.13386013039985e-06,4.57892140066709,2.93225992242796e-06,1.22494205766904,0.221325173777999,0.0160899279275824,0.0113912539635621,0.254540747893721,0.964735516372796,0.064790992338295,27.365478480169,2.73846097351919e-07
CapcacityUtilization_pct1_lag1,1992-03-01,2025-04-01,397,-0.02537934188205,-0.0201791207000555,NaN,NaN,NaN,NaN,-1.21034618854539,0.226868016016393,0.0167895544448485,0.0115338385152638,0.0285341011925277,0.962216624685139,0.000814194930865542,0.321869061850402,0.570808848572321
CoreCPI_pct12_lag1,1992-03-01,2025-04-01,397,0.0405381200774384,0.0406626583588574,3.81570600743442,7.87500452383849e-05,3.81814657301946,7.53990833097795e-05,0.665204754506869,0.506306768599437,0.0162409246583646,0.0110642346453203,0.245461074126416,0.962216624685139,0.0602511389112941,25.3250638073555,7.3716757769923e-07
DXY_Datastream_pct1,1992-03-01,2025-04-01,397,-0.00565254788287062,-0.00565254788287062,NaN,NaN,NaN,NaN,-0.557341299351454,0.577609150151612,0.0166272669145723,0.01143703794519,0.0117317345050679,0.964735516372796,0.000137633594497477,0.0543727533439606,0.815742686576537
FedFundsRate_pct1,1992-03-01,2025-04-01,397,-0.021481382376674,0.00061293831967868,NaN,NaN,2.3149050757182,0.010504825257228,-0.724860705289264,0.468965566534165,0.0167576114769436,0.0115016001786874,0.0647510597309392,0.957178841309824,0.00419269973627956,1.66308922960483,0.197941309980906
Housing_pct1_lag1,1992-03-01,2025-04-01,397,-0.00957987741595212,-0.00957987741595212,NaN,NaN,NaN,NaN,-1.46304513008968,0.144248260598663,0.016659702136213,0.0114723342169106,0.00398760465353005,0.964735516372796,1.59009908728969e-05,0.00628099126876062,0.93687175790447
M2MoneySupply_pct1_lag1,1992-03-01,2025-04-01,397,0.0185090891711991,0.0185090891711991,1.81901827339963,0.03483187446555,1.81901827339963,0.0347440514913022,0.684079029358661,0.49432537815757,0.0164263105972695,0.011555873933222,0.0657773564801484,0.964735516372796,0.0043266606255169,1.71645747605606,0.190911046405966
Payroll_pct1_lag1,1992-03-01,2025-04-01,397,-1.19866523808443,-1.19854716930113,NaN,NaN,NaN,NaN,-1.01706054061267,0.309745604294213,0.024585352777489,0.0125674152693308,0.100197643456433,0.962216624685139,0.0100395677542225,4.00584622753216,0.0460262798883298
T10Y3M_diff1,1992-03-01,2025-04-01,397,-0.0034251063719366,-0.0034251063719366,NaN,NaN,NaN,NaN,-0.300942207417495,0.763616509625094,0.0166088426608549,0.0115988342028524,0.0215482973044662,0.964735516372796,0.000464329116721784,0.183495203270716,0.668620049672971
TradeSales_pct1_lag2,1992-03-01,2025-04-01,397,-0.0215935592773682,-0.0143858787980393,NaN,NaN,NaN,NaN,-0.846164996141443,0.397971726151313,0.0167585315942088,0.0114654816416601,0.0105561260492508,0.962216624685139,0.00011143179716766,0.0440204651607766,0.833923714637166
Unemployment_pct1_lag1,1992-03-01,2025-04-01,397,-0.219253324793692,-0.219253324793692,NaN,NaN,NaN,NaN,-1.06372378352432,0.288102051602612,0.0183081247765548,0.0119191764410474,0.0810325826374619,0.964735516372796,0.00656627944889721,2.61082378085124,0.106934999836166
