Predictor,OOS_Beg,OOS_End,Num_OOS_Obs,R2_OOS,R2_OOS_CT,CW_stat,CW_p,CW_stat_CT,CW_p_CT,DM_stat,DM_p,RMSE,MAE,Cor,HitRate,R2_MZ,F_MZ,p_MZ
CPI_pct1_lag1,1967-04-01,2026-03-01,704,0.17252619649453427,0.18728258753852522,8.089881914426948,1.3322676295501878e-15,8.121764509840531,9.992007221626409e-16,4.458748416036423,9.593919283314508e-06,0.0030110216619639732,0.0021272900747593775,0.35996777470845287,0.8835227272727273,0.1295767988285555,104.50423731263716,5.803559557969726e-23
CapcacityUtilization_diff1_lag1,1987-04-01,2026-03-01,466,-0.0037083944904643396,-0.0031135033672109458,,,,,-0.4288977240951654,0.6681962816781658,0.003135799450332436,0.0023995792036458834,0.09167671719661662,0.8648068669527897,0.008404620475948416,3.932797571840113,0.047942242245826404
CoreCPI_pct1_lag1,1977-04-01,2026-03-01,584,0.21518673008053357,0.2204502913743437,8.082537869259257,1.7763568394002505e-15,8.150441183780023,1.1102230246251565e-15,4.868373338712149,1.4508056510642578e-06,0.002809952213319913,0.0019390640469959097,0.46691203835353917,0.8784246575342466,0.21800685155945693,162.25204512421752,5.881483888777399e-33
DXY_Datastream_pct1,1991-03-01,2026-03-01,419,-0.005986639193831911,-0.005986639193831911,,,,,-1.449666463253593,0.14790140218464293,0.003228892232328654,0.002446474758927748,-0.030032474127397776,0.8568019093078759,0.0009019495022128168,0.3764524835528919,0.5398424781635451
FedFundsRate_diff1,1974-09-01,2026-03-01,617,0.017258532113753278,0.025253196094934927,2.8338153826524413,0.002375126101427316,2.779559310272689,0.002804712910331908,1.0263959975362975,0.3051078340852062,0.0031542341883476262,0.002272955346180406,0.14251591809141076,0.8865478119935171,0.0203107869094377,12.750098482659833,0.0003837927251069968
Housing_pct1_lag1,1979-04-01,2026-03-01,562,-0.0030588521604404395,-0.0030588521604404395,,,,,-0.8486430668490392,0.39644189510298367,0.0031438485776711478,0.0022719236115159498,0.19882481820142023,0.8772241992882562,0.039531308332827815,23.048677024502968,2.0295234584612967e-06
M2MoneySupply_pct1_lag1,1979-04-01,2026-03-01,562,0.017102581330738387,0.017102581330738387,4.198600414619375,1.5614382400608307e-05,4.198600414619375,1.5614382400608307e-05,1.6316369708346428,0.10331717122364113,0.0031120925934951618,0.0022118116137493727,0.2054345959346307,0.8772241992882562,0.042203373206825,24.675268564007443,9.025142795240168e-07
Payroll_pct1_lag1,1967-01-01,2026-03-01,709,-0.04268633212808437,0.007491485028277123,,,2.2787948890198755,0.011488094938463367,-0.8016645780384468,0.42301598258536266,0.003361155681691449,0.0023434442310997943,-0.05086521508559345,0.8942172073342737,0.0025872701057036824,1.8339448754843526,0.17609497308077557
T10Y3M_diff1,2002-03-01,2026-03-01,287,-0.0038998828742027314,-0.0038998828742027314,,,,,-0.8204036730195853,0.4126692626942672,0.0031153033081524834,0.0020684021822088036,-0.0899016051815419,0.8362369337979094,0.008082298614217841,2.3222240129740483,0.1286463996244737
TradeSales_pct1_lag2,1987-05-01,2026-03-01,465,-0.002294765662356868,-0.002294765662356868,,,,,-1.2183509146421834,0.22370976513457794,0.0031402287174746597,0.0023945190410259005,0.08542243633839233,0.8666666666666667,0.007296992629986688,3.4033417473314405,0.06570297592785654
Unemployment_diff1_lag1,1968-04-01,2026-03-01,692,-0.020986662284562474,-0.006262592017305613,,,,,-1.1635714765970013,0.24499933947361074,0.003389848253198233,0.0023960987977021593,-0.1341176596665572,0.8945086705202312,0.017987546634434456,12.638747233014453,0.0004036263107295835
