Key,Value
Model,AR
NumPredictors,0
Predictors,
WindowType,expanding
TrainObs,240
ReportLag,1
Lookback,1
OOS_Beg,1967-04-01
OOS_End,2026-03-01
Num_OOS_Obs,703
R2_OOS,0.0286432871041018
R2_OOS_CT,0.02006416438536418
CW_stat,3.0388335777041435
CW_p,0.0012315699379134015
CW_stat_CT,2.4866086342380145
CW_p_CT,0.00656403077552814
DM_stat,2.138026391080918
DM_p,0.032859279831515445
RMSE,0.00275758676798068
MAE,0.0019117069978288933
Cor,0.1742511939215388
HitRate,0.5163584637268848
R2_MZ,0.030363478583081725
F_MZ,21.95131682502745
p_MZ,3.359813242344668e-06
LV_R2_OOS,-1.3488001439492803
LV_R2_OOS_CT,-0.6206445803611456
LV_RMSE,0.004288079672785299
LV_MAE,0.0029970420121896236
LV_Cor,-0.17900674246117274
LV_HitRate,0.4793741109530583
