Key,Value
Method,PCA
Mode,insample
NumComp,3
TimeLag,1
NumObs,524
VarExplained_X,0.5426184109753373
R2,0.002944581546621472
RMSE,0.0027377824660675828
MAE,0.0019509912238260458
Cor,0.05426399862359245
