Predictor,OOS_Beg,OOS_End,Num_OOS_Obs,R2_OOS,R2_OOS_CT,CW_stat,CW_p,CW_stat_CT,CW_p_CT,DM_stat,DM_p,RMSE,MAE,Cor,HitRate,R2_MZ,F_MZ,p_MZ
CPI_pct1_lag1,1967-04-01,2025-08-01,701,0.24573937617895714,0.24607580574162946,9.641739936899228,0.0,9.639712348925363,0.0,7.504190836110713,1.882330351769094e-13,0.002898997218863609,0.002051042048089002,0.43530079491931156,0.8944365192582026,0.18948678205738453,163.41653377883515,8.90843417507263e-34
CapcacityUtilization_diff1_lag1,1987-04-01,2025-08-01,461,-0.03494123930370918,-0.0009243526272293412,,,,,-0.8538206810934535,0.3936487539734431,0.0029178426145441702,0.0021525816834877904,0.11784424528559423,0.8633405639913232,0.013887266146931294,6.464022765972345,0.011335489989792454
CoreCPI_pct1_lag1,1977-04-01,2025-08-01,581,0.22306149775053774,0.2235470921873679,8.268767142532543,4.440892098500626e-16,8.278973018075986,4.440892098500626e-16,5.777487215412228,1.2379623601354865e-08,0.002821959803564461,0.0019604934517326545,0.460942086297804,0.8777969018932874,0.21246760692057212,156.20785314745015,6.66420527841419e-32
DXY_Datastream_pct1,1991-03-01,2025-08-01,414,-0.00821771421419415,-0.00821771421419415,,,,,-0.7182913307338091,0.4729838131102527,0.00293791373607813,0.0021384788016886648,0.023225313856733286,0.855072463768116,0.000539415203743767,0.22235900777191353,0.6374979333148083
FedFundsRate_diff1,1974-09-01,2025-08-01,612,0.01560810407247637,0.024845231369214127,2.8773674755519347,0.0020750645305848137,2.904582244327043,0.0019051914486937216,0.9311602024156774,0.35213846806491733,0.0031876100354949173,0.002409174018268293,0.21353375852970624,0.8856209150326797,0.045596666031822906,29.142779880879356,9.640816223078403e-08
Housing_pct1_lag1,1979-04-01,2025-08-01,557,-0.0060223641848653475,-0.0060223641848653475,,,,,-1.1715433420676762,0.24188224023414612,0.0031737482367824375,0.002367375687086059,0.1875221858383432,0.8761220825852782,0.0351645701815901,20.227632451739098,8.376696445172939e-06
M2MoneySupply_pct1_lag1,1979-04-01,2025-08-01,557,0.015213570659150633,0.015213570659150633,3.6856992394435464,0.00012520695929973957,3.6856992394435464,0.00012520695929973957,2.451530537157189,0.014531625266557303,0.0031400725514062265,0.002307066281181227,0.2032461487040866,0.8761220825852782,0.04130899696304369,23.914372036310283,1.320940759797793e-06
Payroll_pct1_lag1,1967-01-01,2025-08-01,704,-0.003524794555959776,-0.003524794555959776,,,,,-0.668588091915188,0.5039777405346888,0.003338136130355641,0.0025057800218743344,0.09931586320039931,0.8948863636363636,0.009863640683240428,6.993254711313556,0.008364601871477056
T10Y3M_diff1,2002-03-01,2025-08-01,282,-0.009875783777442138,-0.009875783777442138,,,,,-1.519223497317553,0.1298305676134209,0.0031130431156040474,0.0020664280141681917,-0.05494187428080617,0.8333333333333334,0.0030186095494879085,0.8477697597491602,0.35797662525154006
TradeSales_pct1_lag2,1987-05-01,2025-08-01,460,-0.010300824289747101,-0.010040065005578303,,,,,-1.809748281852114,0.07098877711452718,0.0028837237225399193,0.0021236924634936358,0.11510121873946803,0.8630434782608696,0.013248290555310861,6.149183240581445,0.0135058647589595
Unemployment_diff1_lag1,1968-04-01,2025-08-01,689,-0.020738418390702673,-0.006487291384215554,,,,,-1.229010820456372,0.21948793210457188,0.0033893576540044166,0.002543824326888351,0.08653588401952335,0.8940493468795355,0.007488459223040392,5.18338706893168,0.023110554563908956
