Key,Value
Metric,RMSE
WindowType,rolling
TrainObs,240
TimeLag,1
NumSelected,2
SelectedPredictors,CPI_pct1_diff1_lag1; M2MoneySupply_pct1_lag1
OOS_Beg,2002-03-01
OOS_End,2026-04-01
Num_OOS_Obs,285
R2_OOS,0.11832682670343042
CW_stat,3.565327511365219
CW_p,0.00021312046315735076
DM_stat,2.024992244546043
DM_p,0.04380352871924286
RMSE,0.0029082274904534433
MAE,0.002036901489161729
Cor,0.33927919511615
HitRate,0.5649122807017544
R2_MZ,0.1151103722386625
F_MZ,36.81389669574429
p_MZ,4.158114151159372e-09
