Predictor,OOS_Beg,OOS_End,Num_OOS_Obs,R2_OOS,R2_OOS_CT,CW_stat,CW_p,CW_stat_CT,CW_p_CT,DM_stat,DM_p,RMSE,MAE,Cor,HitRate,R2_MZ,F_MZ,p_MZ
CPI_pct1_lag1,1987-03-01,2026-03-01,465,-0.008059838636760741,-0.005171563410561575,,,,,-0.24672925043701097,0.8052268879506306,0.0026527872572242616,0.0018124690797519864,0.1925936517279002,0.8666666666666667,0.0370923146858877,17.835294038559596,2.9011380134581135e-05
CapcacityUtilization_diff1_lag1,1987-03-01,2026-03-01,465,-0.008700618090402124,-0.0174826316602541,,,,,-0.21059429983019967,0.8332963098407227,0.0026536302535721504,0.0018381469601592372,0.21276365433652603,0.8602150537634409,0.045268372606632745,21.953034670166378,3.678630168626772e-06
CoreCPI_pct1_lag1,1987-03-01,2026-03-01,465,-0.009486200253794541,-0.006003186216704037,,,,,-0.6441085545531271,0.5198233041100189,0.002654663384132683,0.0017937318342651134,0.17504472580744887,0.8623655913978494,0.030640656033004955,14.635051316701729,0.00014835271666451704
DXY_Datastream_pct1,1987-03-01,2026-03-01,465,-0.015973009667594074,-0.015359346817613861,,,,,-0.5374982979987539,0.5911811367950994,0.0026631789637330066,0.0018423520001784155,0.19356704864356608,0.864516129032258,0.03746820232058068,18.023069696245717,2.638310920274746e-05
FedFundsRate_diff1,1987-03-01,2026-03-01,465,-0.018637535411276884,-0.01732178055974609,,,,,-1.4623325694464924,0.14432705897388384,0.0026666689493466548,0.0018113937797500617,0.1571989406615167,0.8666666666666667,0.024711506945103042,11.731326471149798,0.0006692752649729413
Housing_pct1_lag1,1987-03-01,2026-03-01,465,-0.017457274767851638,-0.01736650774606585,,,,,-1.0328339292951594,0.3022196442690156,0.0026651236123081735,0.001821952854251496,0.16270580256547987,0.864516129032258,0.026473178188476915,12.590389115789364,0.00042729999336756964
M2MoneySupply_pct1_lag1,1987-03-01,2026-03-01,465,-0.006129715406578251,-0.006129715406578251,,,,,-0.538592739384047,0.5904261834370946,0.0026502464062915427,0.001781471925610317,0.1706230974286268,0.8666666666666667,0.029112241376138673,13.883136992330943,0.00021856639720698153
Payroll_pct1_lag1,1987-03-01,2026-03-01,465,-0.5056601797412938,-0.478516764105297,,,,,-1.114048283560057,0.2658352101794227,0.003242072696617384,0.001935683309263063,0.10978347825347044,0.8580645161290322,0.01205241209743022,5.648342958108939,0.01787749572462872
T10Y3M_diff1,1987-03-01,2026-03-01,465,-0.0247348582668816,-0.018596855368498977,,,,,-0.9516441890574826,0.34177290630141943,0.002674638065974573,0.0018190971587751295,0.15778839431153055,0.8602150537634409,0.024897177379411047,11.821720601410467,0.0006383269661259242
TradeSales_pct1_lag2,1987-03-01,2026-03-01,465,-0.042680890647805336,-0.037958993691788345,,,,,-1.6647428954114605,0.0966391209602155,0.002697956688704041,0.0018265638168684425,0.12361079385459071,0.8623655913978494,0.01527962835736212,7.184240453619901,0.007616972426201524
Unemployment_diff1_lag1,1987-03-01,2026-03-01,465,-0.10888720918845607,-0.09295192477907466,,,,,-1.1284043137861646,0.2597323038447037,0.0027822935783409384,0.001872451300027475,0.16094249544557687,0.8559139784946237,0.025902486840249532,12.311756518229325,0.0004940942010409286
