Predictor,TimesSelected,FracOrigins
DXY_pct1,116,0.983050847457627
M2MoneySupply_pct1_lag1,82,0.694915254237288
CPI_pct1_lag1,47,0.398305084745763
FedFundsRate_pct1,16,0.135593220338983
T10Y3M_diff1,16,0.135593220338983
CoreCPI_pct1_lag1,6,0.0508474576271186
TradeSales_pct1_lag2,3,0.0254237288135593
CapcacityUtilization_pct1_lag1,1,0.00847457627118644
Payroll_pct1_lag1,1,0.00847457627118644
Housing_pct1_lag1,0,0
Unemployment_pct1_lag1,0,0
