Predictor,TimesSelected,FracOrigins
DXY_Datastream_pct1,286,0.707920792079208
T10Y3M_diff1,188,0.465346534653465
TradeSales_pct1_lag2,188,0.465346534653465
CoreCPI_pct1_lag1,156,0.386138613861386
CPI_pct1_lag1,154,0.381188118811881
Housing_pct1_lag1,143,0.353960396039604
FedFundsRate_diff1,118,0.292079207920792
Unemployment_diff1_lag1,113,0.27970297029703
CapacityUtilization_diff1_lag1,88,0.217821782178218
Payroll_pct1_lag1,86,0.212871287128713
M2MoneySupply_pct1_lag1,82,0.202970297029703
