Predictor,OOS_Beg,OOS_End,Num_OOS_Obs,R2_OOS,CW_stat,CW_p,DM_stat,DM_p,RMSE,MAE,Cor,HitRate,R2_MZ,F_MZ,p_MZ
CPI_pct1_diff1_lag1,2008-05-01,2026-04-01,216,0.02241860782545424,2.5764405550924114,0.005325949360133935,1.8743163003965735,0.06224304467495105,0.004553925392333301,0.003529248934485609,0.15390764842242702,0.4861111111111111,0.023687564242921177,5.1921276041662585,0.023676252280266513
CapacityUtilization_diff3_lag2,2008-03-01,2021-04-01,158,-0.028145244646553103,,,-1.5827048309619607,0.1155011327506826,0.004112468513551029,0.0032142588640563996,-0.13906681144893118,0.43037974683544306,0.019339578046573047,3.0764718425729183,0.08139640508596707
CoreCPI_pct1_diff1_lag1,2008-05-01,2026-04-01,216,0.052112696128198466,3.9985663594640526,4.380948107320071e-05,3.1813165969151758,0.0016827858294256298,0.004484229188012502,0.0034785008813682217,0.25487799931101346,0.5787037037037037,0.06496279453278486,14.86789824910706,0.00015252319413405627
DXY_pct1,2010-03-01,2026-04-01,194,-0.00042950135594077565,,,-0.07556400126927683,0.939844245741067,0.004626862995668905,0.003562731708582994,-0.00731786556683302,0.4742268041237113,5.3551156454445525e-05,0.010282372672194142,0.919337136616425
FedFundsRate_diff1,2017-03-01,2026-04-01,110,-0.002438912919436209,,,-1.1393510709679802,0.25705442323781214,0.004979215139282058,0.003795066054654181,-0.11796725543454431,0.33636363636363636,0.013916273354758646,1.524168264521665,0.2196692160427238
Housing_pct3_lag3,2008-03-01,2020-09-01,151,0.0022707992881839667,0.8184296507364497,0.2072050880918142,0.10907246414777752,0.9132907919171397,0.004094956437738751,0.0031983871245640848,0.06581659632609622,0.543046357615894,0.004331824351951896,0.6482499332880064,0.42202200300259396
M2MoneySupply_pct1_lag1,2008-03-01,2026-04-01,218,-0.0010207568333633343,,,-0.16738146549555327,0.8672257867758829,0.0046009727595007046,0.0035617633340156,-0.0050357195367661,0.48623853211009177,2.5358471253289494e-05,0.005477568693467749,0.941070445498197
Payroll_pct1_lag2,2008-03-01,2026-04-01,218,-0.004803329956250435,,,-0.9141957856617715,0.36162864378850845,0.004609657447622265,0.003564782084932945,-0.04339538295507872,0.48623853211009177,0.0018831592618179238,0.407529844153154,0.5239021856453577
T10Y3M_diff1,2008-03-01,2017-07-01,113,-0.010254808135960802,,,-1.1583620847620912,0.24918033770614634,0.004137155718024987,0.003285384839312534,-0.07891648127362011,0.49557522123893805,0.006227811016609519,0.6956192078094154,0.4060509154362555
TradeSales_pct1_lag2,2008-03-01,2026-04-01,218,-0.009162820113209902,,,-1.8624192886599982,0.06389560801822479,0.004619646470207287,0.0035704858875857766,-0.1840378108487865,0.42660550458715596,0.03386991582201371,7.5723776097703785,0.006430567023141132
Unemployment_diff1_lag2,2008-03-01,2026-04-01,218,-0.007469016210058577,,,-1.522308721943502,0.1293876273090075,0.004615767977485948,0.003566719874724541,-0.08975337470785785,0.42201834862385323,0.008055668271449323,1.754155239337794,0.18675485559498015
Yield10Y_diff1,2008-03-01,2026-04-01,218,-0.010799486795421531,,,-1.4027986723833727,0.16210598649551475,0.004623391038599528,0.0035661307299215588,-0.14475032937917076,0.44495412844036697,0.020952657855378254,4.6226304918492644,0.03266400493816148
