Key,Value
WindowType,rolling
TrainObs,60
TimeLag,1
NumPredictors,11
Predictors,CPI_pct1_lag1; CapcacityUtilization_diff1_lag1; CoreCPI_pct1_lag1; DXY_Datastream_pct1; FedFundsRate_diff1; Housing_pct1_lag1; M2MoneySupply_pct1_lag1; Payroll_pct1_lag1; T10Y3M_diff1; TradeSales_pct1_lag2; Unemployment_diff1_lag1
OOS_Beg,1987-03-01
OOS_End,2026-03-01
Num_OOS_Obs,465
R2_OOS,-0.4693880394331449
R2_OOS_CT,-0.4037730630034615
CW_stat,
CW_p,
CW_stat_CT,
CW_p_CT,
DM_stat,-2.373589382896001
DM_p,0.01802238431214841
RMSE,0.0032027830143441433
MAE,0.0021061678379545893
Cor,0.1454579226626489
HitRate,0.8258064516129032
R2_MZ,0.021158007265333147
F_MZ,10.007904683861144
p_MZ,0.001661244134263505
