Key,Value
WindowType,rolling
TrainObs,60
TimeLag,1
NumPredictors,11
Predictors,CPI_pct1_lag1; CapcacityUtilization_diff1_lag1; CoreCPI_pct1_lag1; DXY_Datastream_pct1; FedFundsRate_diff1; Housing_pct1_lag1; M2MoneySupply_pct1_lag1; Payroll_pct1_lag1; T10Y3M_diff1; TradeSales_pct1_lag2; Unemployment_diff1_lag1
OOS_Beg,1987-03-01
OOS_End,2025-08-01
Num_OOS_Obs,462
R2_OOS,-0.46610056055911975
R2_OOS_CT,-0.39984359641307665
CW_stat,
CW_p,
CW_stat_CT,
CW_p_CT,
DM_stat,-2.3346533836091172
DM_p,0.01998999880701351
RMSE,0.0031939812114630314
MAE,0.0020958921632499806
Cor,0.1463066250238623
HitRate,0.8246753246753247
R2_MZ,0.02140562852587305
F_MZ,10.061971955825761
p_MZ,0.0016148761975173854
