Predictor,OOS_Beg,OOS_End,Num_OOS_Obs,R2_OOS,CW_stat,CW_p,DM_stat,DM_p,RMSE,MAE,Cor,HitRate,R2_MZ,F_MZ,p_MZ
CPI_pct1_diff1_lag1,1967-05-01,2025-09-01,701,0.050217397426837174,3.7284299228834317,0.00010412470722531791,1.765100775590375,0.07798281245094323,0.002723128120457093,0.0018918443100903015,0.21910887647442756,0.48216833095577744,0.048008699749886086,35.25040734758156,4.566594885927329e-09
CapacityUtilization_diff1_lag1,1987-04-01,2025-09-01,462,-0.03691414870426124,,,-1.0949057128326056,0.27412965773173337,0.0027980269554233107,0.001960314232054287,-0.06664537701275612,0.49783549783549785,0.004441606277172494,2.0522541926035913,0.15266022490382833
CoreCPI_pct1_diff1_lag1,1977-05-01,2025-09-01,581,-0.007616957489054332,,,-1.5073687015019612,0.13226063741412933,0.0027064111078180693,0.0019143589022268493,-0.05704926211891382,0.4836488812392427,0.003254618308312862,1.890577107380122,0.1696686626656296
DXY_Datastream_pct1,1991-03-01,2025-09-01,415,0.0029206870138769325,1.2097241040980433,0.11353754359271437,0.22745688215507232,0.8201807767892662,0.0027908773988443644,0.0019639061060592513,0.0504853571003663,0.4891566265060241,0.0025487712815515096,1.0553323400415435,0.30488346910362407
FedFundsRate_diff1,1974-09-01,2025-09-01,613,-0.013540692970291257,,,-1.0784706529823644,0.28124864947690154,0.0027141991199050304,0.0019256018311908545,0.003240173955979454,0.4567699836867863,1.04987272649959e-05,0.006414789706062437,0.9361900068673847
Housing_pct1_lag1,1979-04-01,2025-09-01,558,-0.005918160084805946,,,-1.0457822968984825,0.29611517050095904,0.002735953611357394,0.001918734486503282,-0.05114924076079739,0.543010752688172,0.0026162448304062336,1.4584477821764315,0.22769071275254288
M2MoneySupply_pct1_lag1,1979-04-01,2025-09-01,558,0.01130294206819027,1.7878645216383589,0.03717068237924371,0.931921111686488,0.3517810522438478,0.0027124330418587398,0.0019149414440940648,0.09648953902248679,0.5627240143369175,0.00931023114077223,5.225135735710725,0.022638078068227263
Payroll_pct1_lag1,1967-03-01,2025-09-01,703,-0.05178845152807532,,,-1.110643252368381,0.26710220387312067,0.002866457162252766,0.001955410293142184,0.06618067832361064,0.465149359886202,0.004379882183373374,3.083804109219685,0.0795120402792916
T10Y3M_diff1,2002-03-01,2025-09-01,283,-0.010883494620206546,,,-0.7155354052912831,0.4748702916245684,0.0031012073164024437,0.002198322013183526,-0.015256557496641787,0.4840989399293286,0.00023276254664805762,0.06542150328382763,0.7983107247821941
TradeSales_pct1_lag2,1987-05-01,2025-09-01,461,-0.006141474583142736,,,-1.5425272215927683,0.12363315149067795,0.0027588882642407744,0.001937489598830814,-0.06626351292896805,0.4967462039045553,0.0043908531456874345,2.024289953781871,0.15548052513604255
Unemployment_diff1_lag1,1968-04-01,2025-09-01,690,-0.0010677083740795457,,,-0.14286947199001893,0.8864350389078937,0.0027991386181738594,0.001928906770897355,0.02339734640049379,0.4652173913043478,0.0005474358185846295,0.3768421400716351,0.5395010495733868
Yield10Y_diff1,1982-03-01,2025-09-01,523,-0.008531644985897202,,,-1.312319352221628,0.1899891477180525,0.0027511217831212385,0.0019583390346168874,-0.06144458158030062,0.4837476099426386,0.0037754366055783306,1.974456908394419,0.1605715527540258
