Key,Value
Mode,oos
WindowType,rolling
ReportLag,1
NumLags,1
NumPredictors,11
MinInSample,240
AR_R2_OOS,0.02241860782545424
AR_CW_stat,2.5764405550924114
AR_CW_p,0.005325949360133935
AR_DM_stat,1.8743163003965737
AR_DM_p,0.06224304467495105
AR_RMSE,0.004553925392333301
AR_MAE,0.003529248934485609
AR_Cor,0.153907648422427
AR_HitRate,0.4861111111111111
AR_NumObs,217
VARX_R2_OOS,0.6328539403563109
VARX_CW_stat,2.387454851493481
VARX_CW_p,0.037687948720424
VARX_DM_stat,2.180184012645307
VARX_DM_p,0.09472502062106308
VARX_RMSE,0.0013523276097897902
VARX_MAE,0.0012584917892013237
VARX_Cor,0.9517606398120158
VARX_HitRate,0.8
VARX_NumObs,5
